algorithm,original,reordered,model,size,column,value
bigraph,"[ 15531  68811 128438 117724  76632 102777 102886  71489  86975 105391
  86326  37872  77973 128366 124987  75387 125524  18333  78525  67484
  84728  98097  18308  89995  73751  37327 112421  76293 121577  41713
  91453  18210  59915 110653  86960  85343 128047  34382 114308 123915
  99625   8871  35364  27388 117661  40989  41101  57476   1450 120740
  18259  19164 106552 117327  84446  82061  49252   7414  45845  43575
 105403  56392 127798  70205   8823  71632 114261  21630  15121  73098
  89023  83825  70833  32399  80565 127674  85266   1370 120649  97448
  40715  99094  65798  82648  75511  40241  86288 123404  89688    449
 132242 126840  74293   9207 117204  73196  93726  74702  74376   8745]","[np.int64(102777), np.int64(71489), np.int64(34382), np.int64(65798), np.int64(15121), np.int64(117661), np.int64(102886), np.int64(68811), np.int64(21630), np.int64(73098), np.int64(8745), np.int64(49252), np.int64(8871), np.int64(35364), np.int64(71632), np.int64(75387), np.int64(83825), np.int64(105391), np.int64(37327), np.int64(93726), np.int64(117724), np.int64(18210), np.int64(114308), np.int64(1370), np.int64(97448), np.int64(132242), np.int64(126840), np.int64(74702), np.int64(73196), np.int64(70833), np.int64(7414), np.int64(89023), np.int64(40241), np.int64(74376), np.int64(123915), np.int64(84728), np.int64(56392), np.int64(91453), np.int64(110653), np.int64(73751), np.int64(86975), np.int64(74293), np.int64(112421), np.int64(70205), np.int64(106552), np.int64(32399), np.int64(82648), np.int64(99094), np.int64(18333), np.int64(99625), np.int64(128438), np.int64(120740), np.int64(105403), np.int64(86326), np.int64(27388), np.int64(121577), np.int64(449), np.int64(67484), np.int64(59915), np.int64(98097), np.int64(80565), np.int64(77973), np.int64(125524), np.int64(15531), np.int64(45845), np.int64(120649), np.int64(9207), np.int64(41101), np.int64(57476), np.int64(41713), np.int64(40715), np.int64(43575), np.int64(85343), np.int64(78525), np.int64(128047), np.int64(37872), np.int64(123404), np.int64(127674), np.int64(76632), np.int64(128366), np.int64(124987), np.int64(18308), np.int64(89995), np.int64(76293), np.int64(86960), np.int64(40989), np.int64(1450), np.int64(18259), np.int64(19164), np.int64(117327), np.int64(84446), np.int64(82061), np.int64(127798), np.int64(8823), np.int64(114261), np.int64(85266), np.int64(75511), np.int64(86288), np.int64(89688), np.int64(117204)]",qwen2:7b,100,,
random,"[ 74040  90569  26285  93047  43048  58183  51593  80917   6863  18442
 131426  47323  92170  53493 119340  64524  40046 106591  52658  99275
  92089  25189 105209  60034  95321  31273  52358  92836  61051 104926
  89193  73838 108820  99422  50812  94295 107262 129847  45009  75083
 125233  80612 105292  84407  50046 117169 119567  67060  61835 126161
  36625   5826  57502  54500  65824  96792  63467   9717   6246 102443
  95701  75634  60282  94082  96499  10652 122581  76010  70894 121365
  25629  96313   5664  25577 102795  78511  31591  94876  72216  96829
 100132  95126 102529 126006 109738  35927 117571  52706  82148  91376
  31575 108658 112058 107998  51112  71583  57719  91856  11547  61355]","[ 74040  90569  26285  93047  43048  58183  51593  80917   6863  18442
 131426  47323  92170  53493 119340  64524  40046 106591  52658  99275
  92089  25189 105209  60034  95321  31273  52358  92836  61051 104926
  89193  73838 108820  99422  50812  94295 107262 129847  45009  75083
 125233  80612 105292  84407  50046 117169 119567  67060  61835 126161
  36625   5826  57502  54500  65824  96792  63467   9717   6246 102443
  95701  75634  60282  94082  96499  10652 122581  76010  70894 121365
  25629  96313   5664  25577 102795  78511  31591  94876  72216  96829
 100132  95126 102529 126006 109738  35927 117571  52706  82148  91376
  31575 108658 112058 107998  51112  71583  57719  91856  11547  61355]",,100,,
opt,"[ 95321   6246  26285 112058  63467 125233  99422  35927  64524 104926
  96829 105292  25577  74040  60282  45009  61051 100132  95126  80612
 117571   5664   9717  10652 126161  50046  94876   6863 109738  76010
  91856 108658  78511  53493 117169 126006  65824  54500  47323  51112
 107262 106591  31591 108820  61835 131426  91376  36625  96313  75083
  94295  50812  70894  82148  40046  99275  75634 121365 107998 119567
  92089  80917  89193  11547  18442  31575 105209  57719  52658  43048
  25189  51593  57502  60034  58183  72216 119340 102529 122581  90569
   5826  84407  96792  92170 129847  25629 102443 102795  61355  92836
  52358  67060  95701  93047  96499  31273  52706  73838  71583  94082]","[np.int64(26285), np.int64(64524), np.int64(25577), np.int64(74040), np.int64(65824), np.int64(31591), np.int64(70894), np.int64(31575), np.int64(25189), np.int64(72216), np.int64(25629), np.int64(67060), np.int64(31273), np.int64(73838), np.int64(71583), np.int64(95321), np.int64(6246), np.int64(112058), np.int64(63467), np.int64(125233), np.int64(99422), np.int64(35927), np.int64(104926), np.int64(96829), np.int64(105292), np.int64(60282), np.int64(45009), np.int64(61051), np.int64(100132), np.int64(95126), np.int64(80612), np.int64(117571), np.int64(5664), np.int64(9717), np.int64(10652), np.int64(126161), np.int64(50046), np.int64(94876), np.int64(6863), np.int64(109738), np.int64(76010), np.int64(91856), np.int64(108658), np.int64(78511), np.int64(53493), np.int64(117169), np.int64(126006), np.int64(54500), np.int64(47323), np.int64(51112), np.int64(107262), np.int64(106591), np.int64(108820), np.int64(61835), np.int64(131426), np.int64(91376), np.int64(36625), np.int64(96313), np.int64(75083), np.int64(94295), np.int64(50812), np.int64(82148), np.int64(40046), np.int64(99275), np.int64(75634), np.int64(121365), np.int64(107998), np.int64(119567), np.int64(92089), np.int64(80917), np.int64(89193), np.int64(11547), np.int64(18442), np.int64(105209), np.int64(57719), np.int64(52658), np.int64(43048), np.int64(51593), np.int64(57502), np.int64(60034), np.int64(58183), np.int64(119340), np.int64(102529), np.int64(122581), np.int64(90569), np.int64(5826), np.int64(84407), np.int64(96792), np.int64(92170), np.int64(129847), np.int64(102443), np.int64(102795), np.int64(61355), np.int64(92836), np.int64(52358), np.int64(95701), np.int64(93047), np.int64(96499), np.int64(52706), np.int64(94082)]",,100,,
warmup,"[108658  91856  45009  95321  92836 105209  58183  78511  36625 125233
 129847  18442 100132  76010 119567  50812  71583  80612  50046  92089
  91376   9717 108820  54500  96829 112058 126161 104926  94082  51112
 105292  93047  65824 109738  47323  96313 122581 102443  95701  25189
  40046  25629  60034  31575 107262  53493  11547  70894   5826  75083
  92170 117571  63467  99275  74040 102529 102795  61051  35927  82148
 119340  75634  89193  96792  57719  60282   6863  57502 121365 117169
  52658  31591  64524  94876  84407 106591  99422  80917  90569  52358
 107998 131426 126006  26285  94295  61355  43048  72216  61835  52706
  67060   5664  73838  10652  31273  95126  96499   6246  25577  51593]","[np.int64(92836), np.int64(18442), np.int64(125233), np.int64(129847), np.int64(100132), np.int64(108820), np.int64(112058), np.int64(112058), np.int64(112058), np.int64(94082), np.int64(109738), np.int64(109738), np.int64(65824), np.int64(109738), np.int64(5826), np.int64(64524), np.int64(99422), np.int64(108658), np.int64(91856), np.int64(45009), np.int64(95321), np.int64(105209), np.int64(58183), np.int64(78511), np.int64(36625), np.int64(76010), np.int64(119567), np.int64(50812), np.int64(71583), np.int64(80612), np.int64(50046), np.int64(92089), np.int64(91376), np.int64(9717), np.int64(54500), np.int64(96829), np.int64(126161), np.int64(104926), np.int64(51112), np.int64(105292), np.int64(93047), np.int64(47323), np.int64(96313), np.int64(122581), np.int64(102443), np.int64(95701), np.int64(25189), np.int64(40046), np.int64(25629), np.int64(60034), np.int64(31575), np.int64(107262), np.int64(53493), np.int64(11547), np.int64(70894), np.int64(75083), np.int64(92170), np.int64(117571), np.int64(63467), np.int64(99275), np.int64(74040), np.int64(102529), np.int64(102795), np.int64(61051), np.int64(35927), np.int64(82148), np.int64(119340), np.int64(75634), np.int64(89193), np.int64(96792), np.int64(57719), np.int64(60282), np.int64(6863), np.int64(57502), np.int64(121365), np.int64(117169), np.int64(52658), np.int64(31591), np.int64(94876), np.int64(84407), np.int64(106591), np.int64(80917), np.int64(90569), np.int64(52358), np.int64(107998), np.int64(131426), np.int64(126006), np.int64(26285), np.int64(94295), np.int64(61355), np.int64(43048), np.int64(72216), np.int64(61835), np.int64(52706), np.int64(67060), np.int64(5664), np.int64(73838), np.int64(10652), np.int64(31273), np.int64(95126)]",qwen2:7b,100,,
bigraph,"[ 51112  61051 108658   9717 106591  35927  75083  53493  25189  45009
   6863  71583  94295  50812  92089  96829  78511  40046 122581 112058
  51593 102443  73838 131426 107262  72216  52658  52358   5664 105292
  99422  31273  94082  31575 104926  60034 119340  90569   5826  65824
  61355  95321  82148  47323  84407  25629  52706  57719  50046  43048
  74040  63467  57502  91856  99275  60282  96313  67060  54500  36625
 100132 125233  64524 129847  93047  76010  96792 109738 117571  61835
  89193  25577  95701 126161  94876  80612 102529 105209  92170 102795
 117169 126006  10652  26285 108820  96499  91376  58183 119567  95126
 107998  11547  31591  92836  70894 121365  75634  80917  18442   6246]","[np.int64(71583), np.int64(72216), np.int64(54500), np.int64(109738), np.int64(70894), np.int64(75083), np.int64(31575), np.int64(94876), np.int64(89193), np.int64(82148), np.int64(112058), np.int64(76010), np.int64(92170), np.int64(107998), np.int64(43048), np.int64(65824), np.int64(61051), np.int64(25189), np.int64(105292), np.int64(31273), np.int64(108658), np.int64(11547), np.int64(96829), np.int64(91856), np.int64(107262), np.int64(99275), np.int64(36625), np.int64(125233), np.int64(96792), np.int64(6246), np.int64(129847), np.int64(52706), np.int64(64524), np.int64(53493), np.int64(92089), np.int64(108820), np.int64(102529), np.int64(10652), np.int64(102795), np.int64(74040), np.int64(131426), np.int64(102443), np.int64(91376), np.int64(126006), np.int64(100132), np.int64(25577), np.int64(25629), np.int64(67060), np.int64(95321), np.int64(35927), np.int64(6863), np.int64(80612), np.int64(95126), np.int64(26285), np.int64(50046), np.int64(40046), np.int64(58183), np.int64(9717), np.int64(93047), np.int64(96499), np.int64(78511), np.int64(119340), np.int64(61355), np.int64(50812), np.int64(122581), np.int64(60034), np.int64(57502), np.int64(75634), np.int64(31591), np.int64(104926), np.int64(106591), np.int64(63467), np.int64(117169), np.int64(57719), np.int64(45009), np.int64(51112), np.int64(94295), np.int64(51593), np.int64(73838), np.int64(52658), np.int64(52358), np.int64(5664), np.int64(99422), np.int64(94082), np.int64(90569), np.int64(5826), np.int64(47323), np.int64(84407), np.int64(60282), np.int64(96313), np.int64(117571), np.int64(61835), np.int64(95701), np.int64(126161), np.int64(105209), np.int64(119567), np.int64(92836), np.int64(121365), np.int64(80917), np.int64(18442)]",qwen2:7b,100,,
random,"[ 22412  99474  44409 119654  21734  76920  37250  35217  43086  16319
 100061 115718  99559 120370  31990  10105  35395  42966  89270  25556
  88394 122511  33306  92549  48520 129429   8978  35565 130799   1247
  46550  92137 119696  69510  96162 107586  62099   3986 125157 122337
  27632  37092   9177 126077 118548  38880 114737 104489   4126  37972
 117991  32888 132226 112277  81855  67574 128275  48056  48489  81914
  14716   3089  20649 130902  24957 112628  69787 130295  74435 100587
 105694  99919  26699 106285 103874  24863 123328 117082  80857  73321
  98427   1223  68204 122083  37281  23567  19743  67968  54380 124724
  28137  19940 109465  64322 119720  14777  24099  70144  65125 108563]","[ 22412  99474  44409 119654  21734  76920  37250  35217  43086  16319
 100061 115718  99559 120370  31990  10105  35395  42966  89270  25556
  88394 122511  33306  92549  48520 129429   8978  35565 130799   1247
  46550  92137 119696  69510  96162 107586  62099   3986 125157 122337
  27632  37092   9177 126077 118548  38880 114737 104489   4126  37972
 117991  32888 132226 112277  81855  67574 128275  48056  48489  81914
  14716   3089  20649 130902  24957 112628  69787 130295  74435 100587
 105694  99919  26699 106285 103874  24863 123328 117082  80857  73321
  98427   1223  68204 122083  37281  23567  19743  67968  54380 124724
  28137  19940 109465  64322 119720  14777  24099  70144  65125 108563]",,100,,
opt,"[ 31990 117082  35565  88394  64322 126077 125157  23567  48056  35395
 119654  98427 100587  37281  14716 117991 132226  99919  14777  89270
  32888  48489 109465  16319  68204 103874  20649  67968  92549  69787
 130295 130799  99474  43086 122511  28137 120370 119696  48520 114737
  24863  42966 105694 122083 128275  81914 122337  92137  24099  62099
  38880  24957  26699  99559   8978   4126  37250  22412   3986 112628
  67574  96162  81855 100061   1223  70144  54380  25556 107586  44409
 106285 130902  65125  35217 112277  46550 108563  37092   3089  10105
 118548  21734  76920 104489   9177  73321  33306 124724  74435 129429
  80857  19743  37972 119720  27632  69510 115718 123328   1247  19940]","[np.int64(31990), np.int64(64322), np.int64(32888), np.int64(68204), np.int64(67968), np.int64(69787), np.int64(28137), np.int64(24863), np.int64(24099), np.int64(24957), np.int64(26699), np.int64(67574), np.int64(70144), np.int64(25556), np.int64(65125), np.int64(73321), np.int64(33306), np.int64(74435), np.int64(27632), np.int64(69510), np.int64(117082), np.int64(35565), np.int64(88394), np.int64(126077), np.int64(125157), np.int64(23567), np.int64(48056), np.int64(35395), np.int64(119654), np.int64(98427), np.int64(100587), np.int64(37281), np.int64(14716), np.int64(117991), np.int64(132226), np.int64(99919), np.int64(14777), np.int64(89270), np.int64(48489), np.int64(109465), np.int64(16319), np.int64(103874), np.int64(20649), np.int64(92549), np.int64(130295), np.int64(130799), np.int64(99474), np.int64(43086), np.int64(122511), np.int64(120370), np.int64(119696), np.int64(48520), np.int64(114737), np.int64(42966), np.int64(105694), np.int64(122083), np.int64(128275), np.int64(81914), np.int64(122337), np.int64(92137), np.int64(62099), np.int64(38880), np.int64(99559), np.int64(8978), np.int64(4126), np.int64(37250), np.int64(22412), np.int64(3986), np.int64(112628), np.int64(96162), np.int64(81855), np.int64(100061), np.int64(1223), np.int64(54380), np.int64(107586), np.int64(44409), np.int64(106285), np.int64(130902), np.int64(35217), np.int64(112277), np.int64(46550), np.int64(108563), np.int64(37092), np.int64(3089), np.int64(10105), np.int64(118548), np.int64(21734), np.int64(76920), np.int64(104489), np.int64(9177), np.int64(124724), np.int64(129429), np.int64(80857), np.int64(19743), np.int64(37972), np.int64(119720), np.int64(115718), np.int64(123328), np.int64(1247), np.int64(19940)]",,100,,
warmup,"[118548   4126  73321  68204  35395 130799  33306 112277  54380   3986
  98427  14716  69787  16319 122511  37092 105694 117082  26699  62099
  19940  31990  35565  92137  19743 126077  32888  76920   3089  24957
  22412  10105  65125  25556 100061 115718  37250  89270 119654 104489
  81914 109465  48520 107586  38880  20649  74435  14777  28137  80857
 119720  35217 108563 123328  37281 103874 119696 128275  67574  44409
  37972 114737  81855 124724 129429  24099  48056  99559   8978  64322
 112628 120370  43086 100587 106285  96162  69510 122083 130902  46550
  88394   1247   9177  48489  99919   1223 132226  23567 117991  70144
  21734  99474  67968 130295 122337  42966  24863 125157  27632  92549]","[np.int64(118548), np.int64(31990), np.int64(35565), np.int64(92137), np.int64(89270), np.int64(119654), np.int64(37250), np.int64(109465), np.int64(48520), np.int64(107586), np.int64(28137), np.int64(108563), np.int64(67574), np.int64(114737), np.int64(81855), np.int64(43086), np.int64(69510), np.int64(70144), np.int64(21734), np.int64(70144), np.int64(67968), np.int64(130295), np.int64(122337), np.int64(42966), np.int64(4126), np.int64(73321), np.int64(68204), np.int64(35395), np.int64(130799), np.int64(33306), np.int64(112277), np.int64(54380), np.int64(3986), np.int64(98427), np.int64(14716), np.int64(69787), np.int64(16319), np.int64(122511), np.int64(37092), np.int64(105694), np.int64(117082), np.int64(26699), np.int64(62099), np.int64(19940), np.int64(19743), np.int64(126077), np.int64(32888), np.int64(76920), np.int64(3089), np.int64(24957), np.int64(22412), np.int64(10105), np.int64(65125), np.int64(25556), np.int64(100061), np.int64(115718), np.int64(104489), np.int64(81914), np.int64(38880), np.int64(20649), np.int64(74435), np.int64(14777), np.int64(80857), np.int64(119720), np.int64(35217), np.int64(123328), np.int64(37281), np.int64(103874), np.int64(119696), np.int64(128275), np.int64(44409), np.int64(37972), np.int64(124724), np.int64(129429), np.int64(24099), np.int64(48056), np.int64(99559), np.int64(8978), np.int64(64322), np.int64(112628), np.int64(120370), np.int64(100587), np.int64(106285), np.int64(96162), np.int64(122083), np.int64(130902), np.int64(46550), np.int64(88394), np.int64(1247), np.int64(9177), np.int64(48489), np.int64(99919), np.int64(1223), np.int64(132226), np.int64(23567), np.int64(117991), np.int64(99474), np.int64(24863), np.int64(125157), np.int64(27632)]",qwen2:7b,100,,
bigraph,"[ 44409  67574 130799 117991   1247 119654  14716  42966 126077  73321
 100587  32888 129429  19743  89270 106285 112277  20649 103874 123328
 128275  92549   1223  35217 132226  48489  10105   8978  88394  37281
  28137 105694  76920 100061 119696  48056   3986  27632  92137  74435
 112628  14777 108563  70144  35565  24957  38880  25556  65125 130295
  81855  99919  69510  31990  62099 119720  24863 114737  80857  99474
  23567  33306  19940  21734  99559  35395 118548  64322  16319 109465
  37092  46550  68204   3089 122511 130902  54380 104489   9177 122083
  67968  96162  37250  37972  98427 107586  24099  22412 115718 124724
   4126  26699  48520  81914 125157 117082  69787 120370 122337  43086]","[np.int64(35217), np.int64(70144), np.int64(67968), np.int64(107586), np.int64(28137), np.int64(73321), np.int64(67574), np.int64(103874), np.int64(24957), np.int64(24863), np.int64(48489), np.int64(21734), np.int64(108563), np.int64(76920), np.int64(19743), np.int64(126077), np.int64(120370), np.int64(130902), np.int64(128275), np.int64(117082), np.int64(99559), np.int64(68204), np.int64(115718), np.int64(33306), np.int64(10105), np.int64(69510), np.int64(48056), np.int64(37092), np.int64(69787), np.int64(20649), np.int64(100061), np.int64(3986), np.int64(54380), np.int64(124724), np.int64(31990), np.int64(81914), np.int64(98427), np.int64(8978), np.int64(16319), np.int64(118548), np.int64(35395), np.int64(99474), np.int64(64322), np.int64(27632), np.int64(104489), np.int64(125157), np.int64(48520), np.int64(130799), np.int64(74435), np.int64(80857), np.int64(24099), np.int64(43086), np.int64(132226), np.int64(109465), np.int64(23567), np.int64(81855), np.int64(65125), np.int64(25556), np.int64(92137), np.int64(122083), np.int64(100587), np.int64(3089), np.int64(26699), np.int64(106285), np.int64(112277), np.int64(37281), np.int64(37972), np.int64(114737), np.int64(122337), np.int64(112628), np.int64(96162), np.int64(44409), np.int64(119720), np.int64(119696), np.int64(4126), np.int64(1247), np.int64(129429), np.int64(119654), np.int64(1223), np.int64(32888), np.int64(92549), np.int64(14716), np.int64(22412), np.int64(62099), np.int64(130295), np.int64(122511), np.int64(42966), np.int64(89270), np.int64(14777), np.int64(88394), np.int64(35565), np.int64(38880), np.int64(117991), np.int64(123328), np.int64(105694), np.int64(99919), np.int64(19940), np.int64(46550), np.int64(9177), np.int64(37250)]",qwen2:7b,100,,
random,"[127157  52549  60343 126046  28947  55135  84686  60654  48280  77941
  49291 112357   5846  94658  84856 113419 129867 113512 121127  87680
  15460 114105 120991  98669  63989  61799 115289 131506  62561  64468
  70847 110060  36019  13913  65243  17180  33917  31294 114297  33565
  58212  64153  86337  58839  53665  19873  28415  85386  15037  56880
  23185  68187  97219  63095   9379 118392  17542  89936  57239  98927
  68078  89415  11573 118374  27426   1122  94327 113904  61246  56970
 122365  27091  93859  66180  27438   9538  91839  85460  23326  97145
  41594  92672 100714 120242    478  22991  38528   3901  74456  41473
  58384   9110  12743 117323  37511 100533  56725  94431  30653  47694]","[127157  52549  60343 126046  28947  55135  84686  60654  48280  77941
  49291 112357   5846  94658  84856 113419 129867 113512 121127  87680
  15460 114105 120991  98669  63989  61799 115289 131506  62561  64468
  70847 110060  36019  13913  65243  17180  33917  31294 114297  33565
  58212  64153  86337  58839  53665  19873  28415  85386  15037  56880
  23185  68187  97219  63095   9379 118392  17542  89936  57239  98927
  68078  89415  11573 118374  27426   1122  94327 113904  61246  56970
 122365  27091  93859  66180  27438   9538  91839  85460  23326  97145
  41594  92672 100714 120242    478  22991  38528   3901  74456  41473
  58384   9110  12743 117323  37511 100533  56725  94431  30653  47694]",,100,,
opt,"[ 92672  97145   9110  58384  94327  70847  61246 118374  12743  74456
  41473  52549   3901  49291  23326  22991  68187  61799   9379  97219
  77941 117323  60343  53665  91839  27438  84856  30653  86337 113904
  17542  63095 100533  13913  94658  28415 118392  58839  85460  65243
 110060 113419    478 127157  58212  33917  56880  60654  17180  55135
  57239  41594  66180  64468 115289  89936 129867  93859  27091  27426
  11573 112357 131506  19873 120991  48280  94431   1122  33565   9538
 122365 100714  89415  23185  68078 113512  56970  85386  98927  31294
  64153  56725  98669 114105  28947  38528  37511 120242  63989  87680
  62561  15460  15037  47694   5846 126046 121127  36019 114297  84686]","[np.int64(70847), np.int64(74456), np.int64(68187), np.int64(27438), np.int64(28415), np.int64(65243), np.int64(33917), np.int64(66180), np.int64(64468), np.int64(27091), np.int64(27426), np.int64(33565), np.int64(68078), np.int64(31294), np.int64(64153), np.int64(28947), np.int64(63989), np.int64(92672), np.int64(97145), np.int64(9110), np.int64(58384), np.int64(94327), np.int64(61246), np.int64(118374), np.int64(12743), np.int64(41473), np.int64(52549), np.int64(3901), np.int64(49291), np.int64(23326), np.int64(22991), np.int64(61799), np.int64(9379), np.int64(97219), np.int64(77941), np.int64(117323), np.int64(60343), np.int64(53665), np.int64(91839), np.int64(84856), np.int64(30653), np.int64(86337), np.int64(113904), np.int64(17542), np.int64(63095), np.int64(100533), np.int64(13913), np.int64(94658), np.int64(118392), np.int64(58839), np.int64(85460), np.int64(110060), np.int64(113419), np.int64(478), np.int64(127157), np.int64(58212), np.int64(56880), np.int64(60654), np.int64(17180), np.int64(55135), np.int64(57239), np.int64(41594), np.int64(115289), np.int64(89936), np.int64(129867), np.int64(93859), np.int64(11573), np.int64(112357), np.int64(131506), np.int64(19873), np.int64(120991), np.int64(48280), np.int64(94431), np.int64(1122), np.int64(9538), np.int64(122365), np.int64(100714), np.int64(89415), np.int64(23185), np.int64(113512), np.int64(56970), np.int64(85386), np.int64(98927), np.int64(56725), np.int64(98669), np.int64(114105), np.int64(38528), np.int64(37511), np.int64(120242), np.int64(87680), np.int64(62561), np.int64(15460), np.int64(15037), np.int64(47694), np.int64(5846), np.int64(126046), np.int64(121127), np.int64(36019), np.int64(114297), np.int64(84686)]",,100,,
warmup,"[  3901  19873  94327  86337  28947   9379  94658  97145  98669  62561
  13913  11573 117323  27438   1122  28415  74456  84856  66180  58839
 100714 100533  60654  56880 121127  89936 112357 122365  98927 120242
  12743  68187  27426  64153  53665 114297  64468  87680    478  94431
 113904 127157  60343 115289  85386   5846  84686  37511  56725  63095
   9110  30653  70847  49291  68078 113512  33917  56970  23326  57239
  61799  52549  31294 118374 110060  55135  91839  47694  48280  97219
  58384 113419  65243  92672 129867  61246  15037  41473 120991  36019
  58212  77941 131506  89415 114105   9538  41594 126046  17180  38528
  17542  63989  27091 118392  15460  23185  33565  22991  93859  85460]","[np.int64(28947), np.int64(97145), np.int64(27438), np.int64(1122), np.int64(84856), np.int64(66180), np.int64(58839), np.int64(66180), np.int64(56880), np.int64(56880), np.int64(113904), np.int64(115289), np.int64(85386), np.int64(65243), np.int64(65243), np.int64(41473), np.int64(120991), np.int64(36019), np.int64(58212), np.int64(77941), np.int64(131506), np.int64(89415), np.int64(114105), np.int64(9538), np.int64(41594), np.int64(126046), np.int64(38528), np.int64(17542), np.int64(63989), np.int64(63989), np.int64(3901), np.int64(19873), np.int64(94327), np.int64(86337), np.int64(9379), np.int64(94658), np.int64(98669), np.int64(62561), np.int64(13913), np.int64(11573), np.int64(117323), np.int64(28415), np.int64(74456), np.int64(100714), np.int64(100533), np.int64(60654), np.int64(121127), np.int64(89936), np.int64(112357), np.int64(122365), np.int64(98927), np.int64(120242), np.int64(12743), np.int64(68187), np.int64(27426), np.int64(64153), np.int64(53665), np.int64(114297), np.int64(64468), np.int64(87680), np.int64(478), np.int64(94431), np.int64(127157), np.int64(60343), np.int64(5846), np.int64(84686), np.int64(37511), np.int64(56725), np.int64(63095), np.int64(9110), np.int64(30653), np.int64(70847), np.int64(49291), np.int64(68078), np.int64(113512), np.int64(33917), np.int64(56970), np.int64(23326), np.int64(57239), np.int64(61799), np.int64(52549), np.int64(31294), np.int64(118374), np.int64(110060), np.int64(55135), np.int64(91839), np.int64(47694), np.int64(48280), np.int64(97219), np.int64(58384), np.int64(113419), np.int64(92672), np.int64(129867), np.int64(61246), np.int64(15037), np.int64(17180), np.int64(27091), np.int64(118392), np.int64(15460), np.int64(23185)]",qwen2:7b,100,,
bigraph,"[112357  36019  48280   9379  58212  17542  57239 121127  92672    478
  41473  27426  61246 114105 120242  70847  94431  77941 118374  56880
  94658  91839 113904  31294  30653  22991 114297  15460  49291  13913
  56970  63095  28947  33917  28415  41594 110060 117323  68078 100533
  86337   9110  89415  61799  93859 113512  56725  47694 126046  85386
  33565 127157  19873   5846  63989   1122   9538 129867  27091  17180
  74456  64153  89936 115289  52549  66180  84686  15037 113419  97219
  60654  98927  68187  84856  11573  65243  53665  23185  58384 122365
  98669  94327  97145  38528 118392 120991 131506   3901  55135  87680
  37511  62561  27438 100714  58839  60343  23326  64468  12743  85460]","[np.int64(11573), np.int64(63989), np.int64(68187), np.int64(33917), np.int64(64153), np.int64(63095), np.int64(28415), np.int64(100714), np.int64(22991), np.int64(27091), np.int64(66180), np.int64(60343), np.int64(27426), np.int64(56970), np.int64(122365), np.int64(1122), np.int64(17180), np.int64(89415), np.int64(118374), np.int64(33565), np.int64(97219), np.int64(98669), np.int64(61799), np.int64(120991), np.int64(89936), np.int64(65243), np.int64(112357), np.int64(23326), np.int64(37511), np.int64(85460), np.int64(120242), np.int64(55135), np.int64(64468), np.int64(68078), np.int64(12743), np.int64(5846), np.int64(86337), np.int64(113419), np.int64(57239), np.int64(27438), np.int64(121127), np.int64(48280), np.int64(131506), np.int64(113512), np.int64(92672), np.int64(15460), np.int64(36019), np.int64(115289), np.int64(94327), np.int64(98927), np.int64(87680), np.int64(13913), np.int64(58839), np.int64(28947), np.int64(41473), np.int64(110060), np.int64(41594), np.int64(58212), np.int64(70847), np.int64(23185), np.int64(126046), np.int64(56880), np.int64(77941), np.int64(58384), np.int64(61246), np.int64(56725), np.int64(49291), np.int64(9110), np.int64(74456), np.int64(113904), np.int64(53665), np.int64(94431), np.int64(117323), np.int64(129867), np.int64(127157), np.int64(9538), np.int64(84856), np.int64(30653), np.int64(31294), np.int64(91839), np.int64(47694), np.int64(118392), np.int64(15037), np.int64(9379), np.int64(84686), np.int64(38528), np.int64(19873), np.int64(93859), np.int64(94658), np.int64(17542), np.int64(62561), np.int64(478), np.int64(114105), np.int64(114297), np.int64(100533), np.int64(85386), np.int64(52549), np.int64(60654), np.int64(97145), np.int64(3901)]",qwen2:7b,100,,
random,"[ 39454  38943  64990 117430  40355  91656   2636  76547 128065   7184
   3795  35334  48239   6458  55623 101313 118501 103394  36763  34678
  37256  11825  67952  84154  13715  93845  38752  38112 102940 123376
  26411   5474  33793  79078  58037  85674  66329 120098  67903  85755
    786  63381  48622   6615  43226  85407  17247 122435 123399  95265
  78316 110044  95803 127155 101948  89448   5468  36817  41504  77353
  24204  81881  40122  41798  42986  28938  33591 100995 111900   7019
  77287   5327  80465   1688  25684  60039 102862  59370  54223  93777
  72577  39807  30209 104114  46231  40052  63422  48221  36254 117782
  56273 127822  85195  89182  66644  81594  58893  72307  77086  66883]","[ 39454  38943  64990 117430  40355  91656   2636  76547 128065   7184
   3795  35334  48239   6458  55623 101313 118501 103394  36763  34678
  37256  11825  67952  84154  13715  93845  38752  38112 102940 123376
  26411   5474  33793  79078  58037  85674  66329 120098  67903  85755
    786  63381  48622   6615  43226  85407  17247 122435 123399  95265
  78316 110044  95803 127155 101948  89448   5468  36817  41504  77353
  24204  81881  40122  41798  42986  28938  33591 100995 111900   7019
  77287   5327  80465   1688  25684  60039 102862  59370  54223  93777
  72577  39807  30209 104114  46231  40052  63422  48221  36254 117782
  56273 127822  85195  89182  66644  81594  58893  72307  77086  66883]",,100,,
