letter,error,position,length
U,0,368,200
J,0,384,200
N,0,0,200
P,0,16,200
B,0,32,200
K,0,48,200
J,0,64,200
Z,0,80,200
Y,0,96,200
O,0,112,200
L,0,128,200
I,0,144,200
H,0,160,200
F,0,176,200
C,0,192,200
W,0,208,200
Q,0,224,200
V,0,240,200
R,0,256,200
S,0,272,200
E,0,288,200
A,0,304,200
M,0,320,200
G,0,336,200
T,0,352,200
X,0,368,200
U,0,384,200
W,6,0,500
R,6,40,500
Y,6,80,500
S,6,120,500
V,6,160,500
B,6,200,500
P,6,240,500
X,6,280,500
O,6,320,500
A,6,360,500
G,6,400,500
M,6,440,500
Q,6,480,500
F,6,520,500
J,6,560,500
K,6,600,500
H,6,640,500
C,6,680,500
U,6,720,500
I,6,760,500
N,6,800,500
Z,6,840,500
D,6,880,500
E,6,920,500
T,6,960,500
Q,3,0,500
Y,3,40,500
H,3,80,500
D,3,120,500
X,3,160,500
O,3,200,500
G,3,240,500
M,3,280,500
L,3,320,500
T,3,360,500
F,3,400,500
C,3,440,500
S,3,480,500
U,3,520,500
R,3,560,500
N,3,600,500
I,3,640,500
B,3,680,500
W,3,720,500
E,3,760,500
K,3,800,500
J,3,840,500
V,3,880,500
Z,3,920,500
P,3,960,500
P,8,0,500
U,8,40,500
Y,8,80,500
S,8,120,500
K,8,160,500
R,8,200,500
L,8,240,500
H,8,280,500
J,8,320,500
Q,8,360,500
X,8,400,500
T,8,440,500
V,8,480,500
B,8,520,500
A,8,560,500
G,8,600,500
F,8,640,500
O,8,680,500
C,8,720,500
I,8,760,500
W,8,800,500
Z,8,840,500
M,8,880,500
E,8,920,500
N,8,960,500
B,0,0,500
Z,0,40,500
A,0,80,500
R,0,120,500
K,0,160,500
M,0,200,500
O,0,240,500
V,0,280,500
F,0,320,500
W,0,360,500
X,0,400,500
T,0,440,500
G,0,480,500
Y,0,520,500
Q,0,560,500
U,0,600,500
N,0,640,500
J,0,680,500
H,0,720,500
I,0,760,500
L,0,800,500
E,0,840,500
C,0,880,500
D,0,920,500
S,0,960,500
L,1,0,500
W,1,40,500
P,1,80,500
J,1,120,500
Q,1,160,500
B,1,200,500
A,1,240,500
H,1,280,500
Z,1,320,500
D,1,360,500
K,1,400,500
T,1,440,500
X,1,480,500
M,1,520,500
F,1,560,500
C,1,600,500
N,1,640,500
S,1,680,500
Y,1,720,500
E,1,760,500
I,1,800,500
V,1,840,500
G,1,880,500
R,1,920,500
U,1,960,500
M,10,0,1000
E,10,80,1000
V,10,160,1000
S,10,240,1000
B,10,320,1000
U,10,400,1000
Q,10,480,1000
O,10,560,1000
D,10,640,1000
Z,10,720,1000
F,10,800,1000
K,10,880,1000
P,10,960,1000
J,10,1040,1000
Y,10,1120,1000
W,10,1200,1000
A,10,1280,1000
T,10,1360,1000
H,10,1440,1000
G,10,1520,1000
I,10,1600,1000
L,10,1680,1000
X,10,1760,1000
C,10,1840,1000
R,10,1920,1000
K,0,0,1000
F,0,80,1000
V,0,160,1000
X,0,240,1000
H,0,320,1000
C,0,400,1000
U,0,480,1000
N,0,560,1000
E,0,640,1000
P,0,720,1000
Z,0,800,1000
O,0,880,1000
R,0,960,1000
M,0,1040,1000
A,0,1120,1000
Q,0,1200,1000
W,0,1280,1000
D,0,1360,1000
I,0,1440,1000
S,0,1520,1000
L,0,1600,1000
J,0,1680,1000
G,0,1760,1000
B,0,1840,1000
T,0,1920,1000
H,31,0,2000
A,49,640,2000
L,34,2240,2000
I,52,320,2000
M,43,3360,2000
P,47,3040,2000
X,50,3520,2000
B,44,2880,2000
U,50,2080,2000
Y,50,3680,2000
E,21,3840,2000
F,49,2400,2000
G,40,2560,2000
K,41,2720,2000
O,18,-1,2000
T,53,1440,2000
V,70,160,2000
Z,44,3200,2000
C,66,1600,2000
D,64,1920,2000
N,60,960,2000
R,58,1120,2000
S,56,1280,2000
W,71,1760,2000
M,70,0,2000
Z,80,160,2000
A,48,1600,2000
B,62,1120,2000
C,5,3200,2000
D,17,3520,2000
E,11,3040,2000
F,35,2400,2000
G,59,1440,2000
H,53,960,2000
I,17,2240,2000
J,80,320,2000
K,26,2880,2000
L,44,1920,2000
N,36,-1,2000
O,41,480,2000
P,53,800,2000
Q,71,640,2000
R,17,2720,2000
S,17,2080,2000
T,17,3680,2000
U,17,3840,2000
V,62,1760,2000
W,62,1280,2000
X,35,3360,2000
Y,35,2560,2000
Z,80,160,2000
E,22,0,2000
F,80,160,2000
A,80,1440,2000
T,17,2880,2000
L,35,2240,2000
D,35,3680,2000
N,35,2400,2000
S,35,2560,2000
I,80,1120,2000
O,35,2720,2000
U,80,640,2000
C,80,1600,2000
M,80,800,2000
R,80,480,2000
H,17,2080,2000
P,80,320,2000
G,80,960,2000
Y,80,1760,2000
B,0,-1,2000
V,41,3520,2000
W,65,1920,2000
K,44,3360,2000
X,80,1280,2000
Z,44,3040,2000
J,44,3840,2000
Q,44,3200,2000
L,110,0,2000
I,84,160,2000
O,52,2880,2000
A,48,2720,2000
E,27,480,2000
R,12,2560,2000
N,8,3680,2000
S,5,1120,2000
T,2,1280,2000
U,6,3360,2000
Y,11,2080,2000
D,17,320,2000
C,24,1760,2000
H,29,800,2000
M,35,640,2000
W,38,3840,2000
P,41,3200,2000
G,44,1920,2000
F,46,2400,2000
B,50,2240,2000
K,53,1600,2000
V,22,-1,2000
Z,59,3040,2000
J,67,1440,2000
X,72,3520,2000
L,64,0,2000
B,80,160,2000
C,56,3680,2000
D,48,3200,2000
E,80,800,2000
F,80,960,2000
G,80,320,2000
H,80,1600,2000
I,52,2560,2000
J,56,3840,2000
K,80,480,2000
M,64,2080,2000
N,80,1120,2000
O,56,3360,2000
P,80,1920,2000
Q,80,640,2000
R,48,2400,2000
S,52,2720,2000
T,52,3520,2000
U,80,1760,2000
V,64,3040,2000
W,64,2880,2000
X,64,2240,2000
Y,0,-1,2000
Z,80,1280,2000
G,68,0,2000
C,80,480,2000
F,80,320,2000
H,0,-1,2000
J,80,800,2000
K,37,3200,2000
L,12,2880,2000
M,80,1600,2000
N,80,1920,2000
O,13,3680,2000
P,80,960,2000
Q,80,1760,2000
R,8,3840,2000
S,80,1120,2000
T,21,2400,2000
U,32,3360,2000
V,80,1440,2000
W,27,2240,2000
X,39,2080,2000
Y,44,2720,2000
Z,80,1280,2000
A,34,3040,2000
B,43,2560,2000
D,80,640,2000
E,11,3520,2000
I,80,160,2000
U,34,0,2000
N,61,160,2000
T,41,3680,2000
E,29,3520,2000
A,53,1280,2000
O,42,2880,2000
I,54,1120,2000
S,52,480,2000
H,40,2720,2000
R,21,-1,2000
D,41,2560,2000
L,56,1920,2000
C,66,960,2000
M,56,2240,2000
W,43,2400,2000
F,72,1440,2000
G,74,640,2000
Y,75,320,2000
P,72,800,2000
B,50,3840,2000
V,51,3040,2000
K,76,1600,2000
X,51,2080,2000
J,53,3200,2000
Q,79,1760,2000
Z,41,3360,2000
B,105,0,2000
L,67,160,2000
Y,74,480,2000
R,169,2240,2000
D,21,2400,2000
N,13,1120,2000
I,14,1440,2000
A,101,2560,2000
O,74,2720,2000
T,86,3520,2000
C,54,3200,2000
E,48,1280,2000
S,18,800,2000
H,76,2080,2000
F,27,3360,2000
G,47,-1,2000
M,38,1600,2000
U,7,1920,2000
W,6,3040,2000
P,5,3840,2000
J,13,3680,2000
V,5,2880,2000
K,56,640,2000
Q,79,320,2000
X,70,1760,2000
U,62,0,2000
M,60,160,2000
A,44,2080,2000
E,20,0,2000
M,62,160,2000
A,38,1920,2000
L,26,2080,2000
I,62,320,2000
T,26,3360,2000
U,44,3520,2000
D,44,2240,2000
H,44,2400,2000
R,44,3680,2000
W,44,2560,2000
O,44,2880,2000
G,44,3040,2000
X,44,3200,2000
S,62,640,2000
I,23,0,2000
N,15,160,2000
E,8,2240,2000
T,14,1280,2000
A,1,3840,2000
O,31,640,2000
S,12,2400,2000
R,32,960,2000
H,40,1760,2000
L,29,2080,2000
D,45,320,2000
U,52,800,2000
C,39,2720,2000
M,58,1440,2000
W,53,1920,2000
F,61,1600,2000
Y,44,2560,2000
G,44,3040,2000
P,63,480,2000
B,50,3680,2000
V,55,3520,2000
K,54,2880,2000
J,56,3200,2000
X,78,1120,2000
Q,57,3360,2000
Z,1,-1,2000
Z,52,0,2000
G,70,160,2000
E,71,320,2000
N,64,2080,2000
I,71,960,2000
A,66,1920,2000
R,56,3520,2000
M,63,2560,2000
D,57,2400,2000
L,65,3680,2000
T,8,-1,2000
O,72,800,2000
S,60,2880,2000
U,63,2240,2000
H,74,640,2000
V,64,2720,2000
C,75,1120,2000
W,68,3200,2000
F,76,1600,2000
P,77,1280,2000
Y,78,1760,2000
K,71,3360,2000
J,72,3040,2000
Q,69,3840,2000
B,78,1440,2000
X,79,480,2000
T,45,0,2000
D,70,160,2000
A,38,3840,2000
C,62,3200,2000
E,51,2560,2000
F,53,2720,2000
H,54,2080,2000
I,76,960,2000
K,58,3680,2000
L,59,2880,2000
M,75,1760,2000
N,50,2240,2000
O,72,800,2000
P,78,1280,2000
R,69,1600,2000
S,71,1440,2000
U,56,2400,2000
W,59,3040,2000
X,59,3360,2000
Y,53,3520,2000
M,52,0,2000
Y,70,160,2000
A,41,2880,2000
B,59,2560,2000
C,78,1280,2000
D,53,2240,2000
E,39,3840,2000
F,56,2720,2000
G,44,3680,2000
H,80,800,2000
I,72,1760,2000
J,80,320,2000
K,78,1440,2000
L,75,640,2000
N,51,2080,2000
O,68,1920,2000
P,53,3360,2000
Q,56,2400,2000
R,44,3200,2000
S,42,3040,2000
T,44,3520,2000
U,5,-1,2000
V,80,960,2000
W,75,480,2000
X,80,1120,2000
Z,80,1600,2000
V,61,0,2000
A,76,480,2000
J,79,160,2000
K,54,2080,2000
L,65,1920,2000
E,43,2240,2000
C,52,2400,2000
D,53,2880,2000
F,80,640,2000
G,80,1280,2000
H,71,1120,2000
I,69,320,2000
M,54,3680,2000
N,52,3040,2000
O,51,3360,2000
P,80,1440,2000
Q,54,3200,2000
R,80,960,2000
S,46,2560,2000
T,80,1760,2000
U,55,2720,2000
W,77,1600,2000
X,53,3520,2000
Y,52,3840,2000
Z,1,-1,2000
B,27,0,2000
C,21,3360,2000
D,80,1280,2000
E,80,320,2000
F,80,1920,2000
G,80,160,2000
H,4,3840,2000
I,18,3680,2000
J,80,800,2000
K,33,2400,2000
L,24,3200,2000
M,0,-1,2000
N,80,1440,2000
O,17,3040,2000
P,80,1600,2000
Q,80,480,2000
R,80,640,2000
S,80,1760,2000
T,9,2240,2000
U,31,2560,2000
V,28,2720,2000
W,18,2080,2000
X,80,1120,2000
Y,80,960,2000
Z,29,3520,2000
A,8,2880,2000
L,40,0,2000
A,15,1120,2000
O,9,3040,2000
U,43,2400,2000
T,14,3200,2000
E,6,1920,2000
I,23,1440,2000
N,11,3360,2000
S,32,640,2000
R,1,3520,2000
Y,39,3680,2000
D,30,2720,2000
C,52,320,2000
V,49,2240,2000
M,64,1280,2000
B,45,2560,2000
P,65,1600,2000
G,65,160,2000
H,28,-1,2000
F,66,480,2000
W,51,2080,2000
K,72,800,2000
Q,51,2880,2000
Z,79,1760,2000
X,77,960,2000
J,54,3840,2000
W,50,0,2000
B,80,160,2000
T,80,320,2000
A,51,3520,2000
E,80,800,2000
R,79,1440,2000
I,52,3680,2000
O,79,1120,2000
S,76,480,2000
L,54,2880,2000
D,53,3360,2000
U,77,3040,2000
Y,45,2240,2000
C,69,1760,2000
M,80,960,2000
N,71,640,2000
G,62,2080,2000
H,64,2720,2000
F,79,1920,2000
P,79,1600,2000
V,80,1280,2000
J,63,2400,2000
X,57,2560,2000
K,59,3840,2000
Z,76,3200,2000
E,114,0,2000
T,1,2560,2000
A,62,-1,2000
O,22,3840,2000
I,27,2400,2000
N,32,640,2000
S,34,1600,2000
H,39,2080,2000
R,43,480,2000
D,46,2720,2000
L,53,1440,2000
C,55,960,2000
U,56,3680,2000
M,60,1920,2000
W,62,800,2000
F,63,3360,2000
G,64,1120,2000
Y,64,3040,2000
P,66,160,2000
B,67,2240,2000
V,71,320,2000
K,72,3200,2000
X,74,2880,2000
J,78,1760,2000
Q,78,3520,2000
Z,80,1280,2000
L,65,0,2000
G,79,160,2000
C,51,2240,2000
P,56,2400,2000
Z,49,2560,2000
W,50,2720,2000
B,47,2880,2000
S,48,3040,2000
V,53,3200,2000
R,52,3360,2000
O,44,3520,2000
T,44,3680,2000
U,44,3840,2000
L,23,0,2000
A,2,160,2000
I,9,640,2000
E,11,800,2000
T,16,960,2000
O,58,-1,2000
N,23,3840,2000
S,26,1120,2000
R,29,1440,2000
U,35,3360,2000
D,41,1760,2000
C,43,2400,2000
H,44,2720,2000
M,52,480,2000
P,53,2080,2000
Y,55,3520,2000
G,58,1280,2000
W,61,2880,2000
F,62,1600,2000
B,63,3680,2000
V,70,320,2000
K,71,1920,2000
X,72,2240,2000
Z,72,2560,2000
J,73,3040,2000
Q,74,3200,2000
K,61,0,2000
L,80,160,2000
M,44,2240,2000
N,80,1440,2000
O,53,2560,2000
P,62,2080,2000
Q,80,800,2000
R,47,3680,2000
S,80,1120,2000
T,44,3360,2000
U,53,3520,2000
V,53,3200,2000
W,80,320,2000
X,80,1280,2000
Y,80,480,2000
Z,53,2720,2000
A,80,1920,2000
B,80,1760,2000
C,44,3840,2000
D,47,2400,2000
E,80,1600,2000
F,80,960,2000
G,44,2880,2000
H,80,640,2000
I,47,3040,2000
J,0,-1,2000
I,160,0,2000
S,78,2240,2000
E,56,2560,2000
T,54,2400,2000
A,27,3040,2000
O,18,2880,2000
L,8,3200,2000
N,1,960,2000
R,14,320,2000
D,18,1920,2000
G,24,2080,2000
H,35,160,2000
M,37,3360,2000
U,46,1440,2000
P,49,3520,2000
C,51,480,2000
Y,52,3840,2000
F,56,1600,2000
W,61,640,2000
K,68,800,2000
B,72,1760,2000
V,74,1120,2000
X,77,1280,2000
J,77,2720,2000
Q,77,3680,2000
S,49,0,2000
R,13,160,2000
A,5,2080,2000
I,16,2880,2000
L,41,960,2000
O,42,1280,2000
N,23,3360,2000
T,30,480,2000
C,33,3200,2000
D,19,3520,2000
E,48,320,2000
M,28,3040,2000
P,41,2720,2000
U,53,1760,2000
T,20,0,2000
C,74,640,2000
H,76,960,2000
S,4,2400,2000
A,53,1440,2000
E,44,1760,2000
R,14,2880,2000
I,26,3200,2000
N,50,800,2000
O,26,3360,2000
L,47,1920,2000
D,38,3040,2000
U,41,2720,2000
G,41,2080,2000
M,72,1600,2000
Y,79,160,2000
P,53,3680,2000
F,74,480,2000
W,41,3520,2000
B,53,2560,2000
K,29,3840,2000
V,79,1120,2000
J,38,2240,2000
I,118,0,2000
J,80,160,2000
K,80,960,2000
L,118,2080,2000
M,80,640,2000
N,118,2400,2000
O,118,3040,2000
P,118,3200,2000
Q,80,800,2000
R,80,1920,2000
S,80,1440,2000
T,80,1760,2000
U,118,2720,2000
V,80,1120,2000
W,118,3840,2000
X,80,480,2000
Y,80,1600,2000
Z,118,3360,2000
I,61,0,2000
K,79,160,2000
T,79,480,2000
V,79,1120,2000
W,79,960,2000
H,79,1440,2000
O,28,2240,2000
M,44,2400,2000
L,32,3200,2000
C,79,1760,2000
S,79,1600,2000
A,73,1920,2000
J,51,0,2000
S,76,160,2000
A,1,3040,2000
E,7,3200,2000
K,34,3360,2000
F,35,3520,2000
V,38,2080,2000
T,40,2720,2000
O,42,2880,2000
C,45,2400,2000
N,46,2240,2000
M,48,2560,2000
H,49,3680,2000
P,51,3840,2000
D,53,1760,2000
L,54,800,2000
R,62,1440,2000
U,63,1120,2000
G,64,1920,2000
I,15,-1,2000
B,66,320,2000
F,61,0,2000
C,80,160,2000
A,80,1440,2000
B,53,3840,2000
D,44,2720,2000
E,80,1280,2000
G,0,-1,2000
H,80,320,2000
I,80,1600,2000
J,52,3520,2000
K,54,2880,2000
L,80,800,2000
M,51,3040,2000
N,49,3360,2000
O,80,1760,2000
P,80,960,2000
Q,80,1120,2000
R,80,1920,2000
S,80,640,2000
T,39,3680,2000
U,80,480,2000
V,52,2080,2000
W,53,2560,2000
X,55,2240,2000
Y,50,3200,2000
Z,54,2400,2000
T,70,0,2000
C,56,160,2000
V,74,320,2000
M,62,480,2000
L,1,2240,2000
P,71,1280,2000
D,44,2400,2000
I,23,2560,2000
U,23,2720,2000
A,26,2880,2000
X,26,3040,2000
O,26,3200,2000
S,26,3360,2000
N,26,3520,2000
H,26,3680,2000
J,26,3840,2000
B,62,1920,2000
Q,53,2080,2000
F,74,640,2000
Y,77,1600,2000
G,68,1760,2000
R,62,1440,2000
Z,77,960,2000
E,56,800,2000
W,3,-1,2000
J,60,0,2000
A,67,160,2000
D,24,320,2000
E,113,2560,2000
F,40,800,2000
G,19,2080,2000
H,2,2720,2000
I,19,3040,2000
K,67,1760,2000
L,34,1600,2000
M,11,3840,2000
N,4,1120,2000
O,43,3200,2000
P,38,3680,2000
R,5,2880,2000
S,21,2240,2000
T,58,2400,2000
U,56,960,2000
V,13,-1,2000
W,51,640,2000
X,76,480,2000
Y,54,1920,2000
Z,79,1440,2000
S,29,0,2000
H,12,160,2000
E,8,3520,2000
A,35,1760,2000
T,26,1440,2000
I,17,2560,2000
O,10,3840,2000
N,25,2880,2000
R,39,640,2000
L,41,320,2000
D,49,1920,2000
M,31,2080,2000
F,38,2240,2000
K,32,2400,2000
C,61,960,2000
U,54,3200,2000
Y,68,800,2000
V,53,2720,2000
W,50,3360,2000
G,16,-1,2000
P,65,1280,2000
B,48,3040,2000
Z,51,3680,2000
F,62,0,2000
K,79,160,2000
J,51,2240,2000
L,50,2880,2000
M,50,2400,2000
N,50,3360,2000
O,50,3040,2000
P,80,1760,2000
Q,0,-1,2000
R,50,3520,2000
S,80,800,2000
T,50,3680,2000
U,50,3200,2000
V,80,1920,2000
W,80,1600,2000
X,80,1120,2000
Y,80,320,2000
Z,50,2720,2000
A,80,960,2000
B,80,640,2000
C,80,480,2000
D,50,2080,2000
E,80,1440,2000
G,50,2560,2000
H,50,3840,2000
I,80,1280,2000
L,40,0,2000
A,13,2080,2000
O,12,3520,2000
E,33,320,2000
Y,35,160,2000
T,39,1280,2000
I,42,1120,2000
R,43,960,2000
N,44,800,2000
U,46,1760,2000
S,51,640,2000
H,52,2560,2000
C,54,3200,2000
D,55,1920,2000
G,55,2240,2000
M,59,480,2000
B,60,3680,2000
V,62,3360,2000
P,63,1600,2000
F,66,1440,2000
W,67,2880,2000
K,9,-1,2000
X,71,2400,2000
Z,71,2720,2000
J,74,3040,2000
Q,74,3840,2000
A,64,0,2000
B,80,1120,2000
C,55,2720,2000
D,56,2880,2000
E,80,320,2000
F,80,160,2000
G,80,1280,2000
H,0,-1,2000
I,80,1600,2000
J,57,2240,2000
K,80,1760,2000
L,57,3040,2000
M,57,3360,2000
N,80,800,2000
O,80,480,2000
P,61,2080,2000
Q,80,1440,2000
R,80,960,2000
S,56,3200,2000
T,55,3520,2000
U,53,3840,2000
V,56,3680,2000
W,54,2560,2000
X,80,1920,2000
Y,55,2400,2000
Z,80,640,2000
F,44,0,2000
B,80,800,2000
C,15,3200,2000
D,80,1440,2000
E,80,960,2000
G,14,3520,2000
H,7,2240,2000
I,12,3360,2000
J,14,3680,2000
K,80,1760,2000
L,80,1600,2000
M,0,-1,2000
N,80,1120,2000
O,80,320,2000
P,80,160,2000
Q,80,1920,2000
R,11,2720,2000
S,5,2080,2000
T,80,1280,2000
U,32,3840,2000
V,34,2880,2000
W,80,480,2000
X,80,640,2000
Y,38,2400,2000
Z,41,2560,2000
A,35,3040,2000
W,411,0,2000
V,245,2560,2000
U,207,3680,2000
T,111,640,2000
S,221,2240,2000
R,106,320,2000
Q,171,2720,2000
P,56,480,2000
O,94,1440,2000
N,211,2080,2000
M,29,1120,2000
L,157,2880,2000
K,2,1280,2000
J,161,3040,2000
I,88,1760,2000
H,176,3200,2000
G,193,3360,2000
F,21,960,2000
E,96,1600,2000
D,93,-1,2000
C,4,160,2000
B,2,800,2000
A,181,2400,2000
Z,203,3520,2000
Y,65,1920,2000
X,207,3840,2000
L,45,0,2000
O,62,160,2000
A,70,480,2000
I,54,2720,2000
E,34,2880,2000
U,72,960,2000
T,63,320,2000
S,48,2400,2000
N,61,1280,2000
R,54,3360,2000
G,49,2560,2000
O,24,0,2000
N,9,160,2000
A,13,3200,2000
E,27,2880,2000
I,38,1440,2000
R,43,3040,2000
T,45,960,2000
S,47,3680,2000
U,53,800,2000
L,24,-1,2000
D,62,2240,2000
H,62,2400,2000
C,64,1600,2000
M,65,1760,2000
P,68,2720,2000
F,68,2080,2000
G,69,2560,2000
Y,71,1280,2000
W,73,3520,2000
B,74,3840,2000
V,76,480,2000
X,76,3360,2000
Z,79,1920,2000
J,79,640,2000
K,79,1120,2000
Q,80,320,2000
C,65,0,2000
D,50,2400,2000
F,53,2080,2000
G,52,3840,2000
H,53,3200,2000
I,53,2240,2000
K,80,320,2000
L,80,800,2000
M,53,3520,2000
N,80,480,2000
O,80,1440,2000
P,80,1760,2000
Q,80,1280,2000
R,80,160,2000
S,53,2880,2000
T,80,960,2000
U,53,3360,2000
V,80,1920,2000
W,80,1600,2000
X,62,2560,2000
Y,80,1120,2000
Z,53,2720,2000
A,53,3680,2000
B,53,3040,2000
P,70,0,2000
T,76,160,2000
A,24,2400,2000
C,42,2560,2000
K,51,2080,2000
S,32,3840,2000
D,38,3520,2000
H,43,2240,2000
V,45,3680,2000
I,51,3200,2000
Y,63,2720,2000
B,62,3040,2000
X,60,3360,2000
F,79,1280,2000
G,79,960,2000
J,79,320,2000
L,79,800,2000
M,1,-1,2000
N,76,480,2000
O,77,1440,2000
Q,55,2880,2000
R,74,640,2000
U,73,1920,2000
W,77,1120,2000
E,68,1760,2000
S,29,0,2000
P,78,160,2000
E,16,2080,2000
A,44,2240,2000
T,79,1120,2000
R,77,480,2000
N,22,3200,2000
B,35,0,2000
C,80,1440,2000
D,53,3680,2000
E,49,3360,2000
F,58,2720,2000
G,80,1920,2000
H,80,320,2000
I,80,640,2000
J,54,2880,2000
K,80,1600,2000
L,80,160,2000
M,51,2240,2000
N,49,3040,2000
O,80,1120,2000
P,80,1760,2000
Q,45,2080,2000
R,39,2400,2000
S,44,3200,2000
T,33,2560,2000
U,80,800,2000
V,56,3840,2000
W,80,480,2000
X,52,3520,2000
Y,80,960,2000
Z,80,1280,2000
M,41,0,2000
L,79,160,2000
T,35,2720,2000
W,44,3680,2000
T,60,0,2000
A,6,3040,2000
E,17,2720,2000
I,27,3840,2000
O,15,1920,2000
N,24,160,2000
S,34,1760,2000
R,5,2560,2000
H,36,-1,2000
L,48,1440,2000
D,49,640,2000
C,52,1120,2000
U,31,3680,2000
M,56,1600,2000
W,64,1280,2000
F,35,2880,2000
G,24,2240,2000
Y,33,3520,2000
P,33,2080,2000
B,70,480,2000
V,71,800,2000
K,72,320,2000
X,42,3200,2000
J,48,3360,2000
Q,41,2400,2000
Z,79,960,2000
I,112,160,2000
O,22,0,2000
H,33,320,2000
E,34,1280,2000
A,37,1920,2000
L,38,640,2000
N,40,1600,2000
S,42,3840,2000
R,43,800,2000
T,44,1760,2000
U,46,3200,2000
D,47,3360,2000
C,51,2560,2000
M,52,3680,2000
F,53,3520,2000
V,55,2240,2000
Y,61,1120,2000
W,62,2080,2000
B,64,2720,2000
P,66,1440,2000
G,13,-1,2000
K,68,960,2000
Q,69,2400,2000
X,70,480,2000
Z,71,2880,2000
J,73,3040,2000
E,46,0,2000
U,43,160,2000
I,22,2080,2000
A,31,1760,2000
O,32,1120,2000
N,32,2880,2000
T,26,3520,2000
S,41,320,2000
R,40,1440,2000
L,52,800,2000
D,26,-1,2000
C,41,3360,2000
H,53,960,2000
P,52,3040,2000
M,64,1600,2000
F,51,2560,2000
G,48,2240,2000
Y,50,2400,2000
W,65,1920,2000
B,56,3680,2000
V,70,480,2000
Z,63,3200,2000
X,65,3840,2000
J,77,1280,2000
Q,57,2720,2000
K,74,640,2000
H,54,0,2000
C,66,1760,2000
T,43,2400,2000
E,137,0,2000
O,16,160,2000
A,6,3360,2000
I,27,2720,2000
U,32,320,2000
T,34,2240,2000
N,40,3680,2000
S,41,960,2000
R,39,-1,2000
L,43,3520,2000
H,51,640,2000
C,55,1440,2000
D,56,1760,2000
M,58,3200,2000
W,62,2080,2000
F,64,1280,2000
Y,65,2880,2000
G,67,480,2000
P,68,1120,2000
B,70,1920,2000
V,71,3040,2000
K,72,1600,2000
X,76,800,2000
J,77,2400,2000
Q,77,2560,2000
Z,77,3840,2000
E,68,0,2000
I,11,160,2000
O,23,2720,2000
U,48,3040,2000
A,36,3360,2000
T,38,1120,2000
N,44,1280,2000
S,36,2080,2000
H,45,960,2000
R,31,-1,2000
D,60,800,2000
L,59,480,2000
C,60,1440,2000
M,66,1600,2000
W,63,1920,2000
F,71,1760,2000
G,69,640,2000
Y,52,2240,2000
P,55,3520,2000
B,58,2400,2000
V,72,320,2000
K,53,3680,2000
J,50,3840,2000
X,64,3200,2000
Q,61,2880,2000
Z,65,2560,2000
P,60,0,2000
E,41,160,2000
A,29,2240,2000
T,42,320,2000
O,44,3040,2000
N,46,2720,2000
S,43,3200,2000
R,43,2880,2000
I,61,1280,2000
G,44,2080,2000
U,51,2560,2000
M,50,3840,2000
K,55,2400,2000
Y,52,3360,2000
C,68,1120,2000
V,56,3680,2000
D,64,1920,2000
H,67,480,2000
L,69,800,2000
F,53,3520,2000
W,75,640,2000
D,49,0,2000
E,32,2080,2000
A,34,2880,2000
L,35,2720,2000
O,38,3040,2000
U,40,3680,2000
S,40,3840,2000
M,41,2240,2000
X,43,3200,2000
V,44,3520,2000
J,44,3360,2000
T,79,1920,2000
G,44,2560,2000
Q,44,2400,2000
U,128,0,2000
A,66,2400,2000
T,63,3360,2000
E,60,3520,2000
M,52,2240,2000
S,16,2720,2000
Y,8,2080,2000
I,24,1280,2000
O,32,1760,2000
L,36,3040,2000
N,36,1600,2000
H,40,2880,2000
B,44,3200,2000
C,52,1440,2000
D,56,480,2000
R,56,960,2000
W,64,160,2000
P,64,3680,2000
F,64,3840,2000
B,56,0,2000
C,80,320,2000
D,80,1120,2000
E,43,3680,2000
F,54,2400,2000
G,49,3520,2000
H,80,1600,2000
I,55,3040,2000
J,54,3200,2000
K,80,480,2000
L,50,3840,2000
M,0,-1,2000
N,80,640,2000
O,80,1760,2000
P,53,2880,2000
Q,51,2560,2000
R,80,800,2000
S,49,2720,2000
T,80,1440,2000
U,54,3360,2000
V,80,1280,2000
W,80,160,2000
X,80,1920,2000
Y,52,2080,2000
Z,50,2240,2000
F,246,0,2000
O,198,160,2000
A,154,-1,2000
E,69,960,2000
I,60,3040,2000
T,57,3360,2000
S,44,3520,2000
N,38,1280,2000
R,33,1920,2000
U,25,1120,2000
L,16,3840,2000
H,9,1600,2000
C,3,800,2000
D,5,1440,2000
M,7,2080,2000
Y,11,2240,2000
G,16,640,2000
P,18,1760,2000
B,19,3200,2000
V,27,480,2000
W,30,3680,2000
K,33,2880,2000
X,42,2720,2000
Z,44,2560,2000
Q,45,2400,2000
J,44,0,2000
A,45,2560,2000
H,45,2720,2000
I,45,2880,2000
P,45,3040,2000
D,45,3200,2000
U,45,3360,2000
O,45,3520,2000
N,45,3680,2000
W,45,3840,2000
M,45,2080,2000
Y,45,2240,2000
Z,45,2400,2000
S,27,0,2000
L,55,160,2000
A,42,640,2000
T,16,3840,2000
R,8,2560,2000
C,37,2240,2000
N,29,2400,2000
D,58,1920,2000
E,38,1600,2000
O,54,480,2000
I,50,1760,2000
H,37,3520,2000
U,72,1280,2000
M,61,800,2000
Y,52,3040,2000
P,7,-1,2000
F,32,3360,2000
V,75,1440,2000
G,68,320,2000
X,54,2080,2000
B,50,3680,2000
W,77,1120,2000
K,56,2720,2000
