letter,error,position,length
J,0,352,200
A,0,368,200
L,1,384,200
Y,0,0,500
E,0,40,500
Q,0,80,500
V,0,120,500
T,0,160,500
Z,0,200,500
G,0,240,500
C,0,280,500
F,0,320,500
K,0,360,500
J,0,400,500
U,0,440,500
B,0,480,500
D,0,520,500
N,0,560,500
R,0,600,500
W,0,640,500
M,0,680,500
A,0,720,500
O,0,760,500
I,0,800,500
S,0,840,500
H,0,880,500
P,0,920,500
L,0,960,500
K,0,0,500
O,22,40,500
L,22,80,500
H,28,120,500
I,52,160,500
E,40,200,500
D,40,240,500
W,46,280,500
S,64,320,500
F,64,360,500
U,34,400,500
J,40,440,500
C,40,480,500
V,60,520,500
N,70,560,500
G,70,600,500
M,58,640,500
X,28,680,500
P,64,720,500
A,44,760,500
Y,43,800,500
Z,43,840,500
R,43,880,500
B,34,920,500
T,46,960,500
P,2,0,500
O,17,40,500
F,17,80,500
U,21,120,500
J,20,160,500
R,30,200,500
T,46,240,500
W,23,280,500
H,24,320,500
L,24,360,500
B,41,400,500
V,29,440,500
Z,29,480,500
A,37,520,500
D,34,560,500
Q,31,600,500
M,44,640,500
E,44,680,500
S,50,720,500
K,45,760,500
X,24,800,500
N,46,840,500
I,52,880,500
Y,42,920,500
G,33,960,500
R,3,0,500
H,0,40,500
D,10,80,500
Q,1,120,500
Y,19,160,500
V,25,200,500
L,7,240,500
A,14,280,500
U,24,320,500
X,8,360,500
N,25,400,500
G,20,440,500
O,25,480,500
E,27,520,500
Z,22,560,500
W,33,600,500
C,30,640,500
K,21,680,500
P,12,720,500
T,46,760,500
J,19,800,500
F,33,840,500
M,15,880,500
I,33,920,500
B,22,960,500
L,0,0,500
T,0,40,500
D,0,80,500
W,0,120,500
C,0,160,500
R,0,200,500
Q,0,240,500
V,0,280,500
O,0,320,500
M,0,360,500
F,0,400,500
Z,0,440,500
X,0,480,500
U,0,520,500
G,0,560,500
H,0,600,500
J,0,640,500
Y,0,680,500
A,0,720,500
S,0,760,500
I,0,800,500
E,0,840,500
K,0,880,500
N,0,920,500
P,0,960,500
T,3,0,500
Y,1,40,500
I,25,80,500
B,5,120,500
M,7,160,500
C,13,200,500
W,8,240,500
J,19,280,500
K,34,320,500
V,16,360,500
D,49,400,500
A,82,440,500
L,51,480,500
E,56,520,500
P,33,560,500
X,40,600,500
S,47,640,500
N,40,680,500
Z,37,720,500
H,40,760,500
U,23,800,500
Q,21,840,500
R,44,880,500
G,54,920,500
O,51,960,500
V,3,0,500
A,16,40,500
P,26,80,500
U,17,120,500
R,31,160,500
S,38,200,500
C,33,240,500
X,47,280,500
Y,29,320,500
N,42,360,500
T,48,400,500
L,24,440,500
D,32,480,500
I,52,520,500
B,45,560,500
E,62,600,500
Q,30,640,500
J,36,680,500
F,44,720,500
Z,35,760,500
O,37,800,500
W,38,840,500
M,35,880,500
K,41,920,500
G,49,960,500
V,2,0,500
K,2,40,500
B,4,80,500
J,12,120,500
A,22,160,500
U,10,200,500
L,22,240,500
C,28,280,500
D,46,320,500
N,58,360,500
Y,16,400,500
R,22,440,500
T,52,480,500
H,34,520,500
G,58,560,500
O,34,600,500
P,52,640,500
M,64,680,500
W,64,720,500
E,58,760,500
F,76,800,500
Q,34,840,500
S,76,880,500
I,70,920,500
Z,22,960,500
G,4,0,500
Q,0,40,500
A,4,80,500
I,4,120,500
L,4,160,500
U,10,200,500
K,4,240,500
J,4,280,500
H,4,320,500
D,4,360,500
W,10,400,500
Y,16,440,500
C,16,480,500
X,4,520,500
B,16,560,500
T,22,600,500
N,34,640,500
P,4,680,500
S,10,720,500
O,22,760,500
V,10,800,500
Z,10,840,500
M,34,880,500
R,34,920,500
E,34,960,500
J,0,0,500
V,0,40,500
C,0,80,500
T,0,120,500
Q,0,160,500
R,0,200,500
K,5,240,500
M,0,280,500
F,20,320,500
X,5,360,500
B,10,400,500
Y,0,440,500
A,10,480,500
I,10,520,500
D,5,560,500
G,0,600,500
L,5,640,500
S,10,680,500
N,10,720,500
W,5,760,500
P,10,800,500
E,20,840,500
O,25,880,500
H,5,920,500
Z,0,960,500
J,2,0,500
Q,1,40,500
C,1,80,500
Z,1,120,500
E,5,160,500
N,5,200,500
I,31,240,500
Y,25,280,500
R,37,320,500
S,41,360,500
H,53,400,500
V,43,440,500
U,51,480,500
G,65,520,500
K,91,560,500
O,67,600,500
X,44,640,500
A,64,680,500
D,45,720,500
T,58,760,500
P,35,800,500
W,54,840,500
M,64,880,500
B,57,920,500
L,42,960,500
C,2,0,500
X,0,40,500
D,0,80,500
Z,0,120,500
I,20,160,500
O,30,200,500
B,20,240,500
E,40,280,500
G,20,320,500
R,30,360,500
F,35,400,500
L,40,440,500
T,90,480,500
W,25,520,500
J,5,560,500
S,30,600,500
N,55,640,500
H,15,680,500
U,30,720,500
K,45,760,500
V,20,800,500
Y,40,840,500
Q,35,880,500
A,30,920,500
P,25,960,500
J,2,0,500
B,0,40,500
G,4,80,500
E,25,120,500
K,15,160,500
L,33,200,500
W,46,240,500
T,43,280,500
C,6,320,500
Z,15,360,500
S,59,400,500
F,46,440,500
P,6,480,500
Q,29,520,500
R,49,560,500
N,59,600,500
Y,26,640,500
X,32,680,500
D,38,720,500
M,25,760,500
A,40,800,500
V,20,840,500
O,44,880,500
U,32,920,500
I,51,960,500
Q,0,0,500
W,24,40,500
C,22,80,500
S,42,120,500
F,46,160,500
Z,44,200,500
I,50,240,500
J,46,280,500
E,44,320,500
X,30,360,500
V,32,400,500
B,58,440,500
N,82,480,500
Y,44,520,500
L,60,560,500
G,94,600,500
H,62,640,500
M,76,680,500
T,58,720,500
O,46,760,500
P,94,800,500
D,108,840,500
R,78,880,500
U,80,920,500
K,46,960,500
Q,4,0,500
S,0,40,500
K,0,80,500
O,4,120,500
L,36,160,500
C,44,200,500
Z,20,240,500
E,40,280,500
N,64,320,500
X,22,360,500
H,40,400,500
G,40,440,500
Y,52,480,500
T,136,520,500
D,76,560,500
B,56,600,500
V,34,640,500
M,26,680,500
A,60,720,500
W,60,760,500
I,34,800,500
J,46,840,500
P,52,880,500
U,40,920,500
R,28,960,500
A,5,880,500
B,7,600,500
C,16,80,500
D,32,760,500
E,42,640,500
F,26,120,500
G,23,680,500
H,11,960,500
I,15,40,500
J,16,840,500
K,25,360,500
L,2,520,500
M,4,440,500
N,7,280,500
O,7,200,500
P,5,560,500
Q,3,920,500
R,12,400,500
S,38,240,500
T,31,800,500
U,10,320,500
V,13,720,500
W,10,480,500
Y,32,160,500
Z,0,0,500
N,4,0,500
Q,0,40,500
J,0,80,500
D,5,120,500
H,1,160,500
O,17,200,500
P,12,240,500
S,10,280,500
G,25,320,500
L,15,360,500
R,21,400,500
X,4,440,500
V,9,480,500
Z,14,520,500
I,17,560,500
K,8,600,500
Y,4,640,500
M,8,680,500
F,1,720,500
U,3,760,500
B,1,800,500
E,5,840,500
W,3,880,500
T,14,920,500
A,33,960,500
X,0,0,500
L,20,40,500
T,20,80,500
J,20,120,500
W,20,160,500
Q,30,200,500
P,30,240,500
S,40,280,500
H,40,320,500
C,20,360,500
I,40,400,500
Z,20,440,500
G,40,480,500
M,50,520,500
B,30,560,500
N,50,600,500
E,50,640,500
Y,40,680,500
O,50,720,500
K,50,760,500
U,20,800,500
F,50,840,500
A,50,880,500
V,20,920,500
D,30,960,500
A,4,880,500
B,0,360,500
C,3,440,500
D,0,400,500
E,26,320,500
F,7,280,500
G,2,680,500
H,6,120,500
I,20,640,500
J,0,200,500
L,19,40,500
M,2,920,500
N,0,760,500
O,2,0,500
P,4,560,500
Q,3,800,500
R,7,840,500
S,6,520,500
T,14,600,500
U,1,720,500
V,7,240,500
W,5,480,500
X,13,160,500
Y,14,960,500
Z,11,80,500
L,43,0,500
E,30,40,500
A,19,80,500
J,20,120,500
C,30,160,500
N,33,200,500
P,34,240,500
Q,43,280,500
Y,28,320,500
I,58,360,500
M,54,400,500
H,36,440,500
X,36,480,500
Z,36,520,500
G,38,560,500
T,47,600,500
D,45,640,500
R,50,680,500
B,51,720,500
S,64,760,500
F,46,800,500
K,17,840,500
O,35,880,500
V,32,920,500
W,50,960,500
G,4,0,500
Y,16,40,500
K,17,80,500
F,19,120,500
R,29,160,500
A,39,200,500
T,43,240,500
D,53,280,500
L,55,320,500
V,65,360,500
Q,82,400,500
C,90,440,500
Z,100,480,500
H,112,520,500
O,122,560,500
I,142,600,500
S,152,640,500
X,172,680,500
B,185,720,500
J,201,760,500
E,247,800,500
U,248,840,500
W,268,880,500
N,326,920,500
M,348,960,500
S,2,0,500
F,19,40,500
P,31,80,500
C,28,120,500
K,44,160,500
R,38,200,500
D,20,240,500
W,8,280,500
A,24,320,500
B,26,360,500
Y,1,400,500
G,24,440,500
N,13,480,500
Q,34,520,500
E,40,560,500
X,29,600,500
U,22,640,500
I,60,680,500
V,26,720,500
T,30,760,500
M,41,800,500
Z,30,840,500
O,40,880,500
J,25,920,500
H,38,960,500
I,1,0,500
Q,0,40,500
X,0,80,500
M,4,120,500
W,18,160,500
S,26,200,500
V,33,240,500
L,18,280,500
H,15,320,500
E,23,360,500
Y,4,400,500
F,23,440,500
K,12,480,500
J,12,520,500
A,0,560,500
R,4,600,500
T,33,640,500
P,10,680,500
U,10,720,500
Z,8,760,500
N,24,800,500
G,11,840,500
B,10,880,500
O,13,920,500
D,21,960,500
D,2,0,500
N,11,40,500
J,4,80,500
O,2,120,500
R,22,160,500
K,11,200,500
I,19,240,500
E,32,280,500
Z,7,320,500
X,2,360,500
T,12,400,500
F,19,440,500
M,12,480,500
U,4,520,500
B,27,560,500
G,22,600,500
S,32,640,500
L,23,680,500
P,14,720,500
V,31,760,500
H,16,800,500
W,19,840,500
A,43,880,500
C,9,920,500
Y,26,960,500
N,2,0,500
S,0,40,500
U,0,80,500
Z,0,120,500
B,5,160,500
Y,5,200,500
I,40,240,500
X,45,280,500
L,55,320,500
E,65,360,500
P,55,400,500
Q,70,440,500
J,55,480,500
D,45,520,500
A,45,560,500
R,30,600,500
H,40,640,500
C,55,680,500
T,70,720,500
O,50,760,500
W,50,800,500
F,60,840,500
M,70,880,500
K,70,920,500
G,70,960,500
E,2,0,500
Y,18,40,500
F,20,80,500
U,34,120,500
J,40,160,500
B,60,200,500
W,42,240,500
S,52,280,500
C,66,320,500
I,74,360,500
K,58,400,500
V,40,440,500
A,58,480,500
Q,66,520,500
G,58,560,500
O,46,600,500
L,64,640,500
T,78,680,500
P,94,720,500
X,70,760,500
M,100,800,500
N,120,840,500
D,106,880,500
R,104,920,500
Z,88,960,500
G,4,0,500
M,9,40,500
B,21,80,500
Y,35,120,500
C,45,160,500
T,60,200,500
F,72,240,500
Z,102,280,500
A,108,320,500
P,113,360,500
L,166,400,500
E,198,440,500
O,232,480,500
K,247,520,500
J,261,560,500
H,293,600,500
R,319,640,500
I,335,680,500
N,373,720,500
U,402,760,500
D,448,800,500
S,465,840,500
Q,499,880,500
W,543,920,500
X,600,960,500
V,0,0,500
N,16,40,500
D,10,80,500
X,20,120,500
Q,12,160,500
O,28,200,500
K,28,240,500
E,34,280,500
L,54,320,500
U,6,360,500
M,32,400,500
G,26,440,500
P,36,480,500
H,22,520,500
W,22,560,500
B,22,600,500
A,4,640,500
C,32,680,500
T,46,720,500
Z,20,760,500
S,40,800,500
Y,16,840,500
I,36,880,500
F,20,920,500
J,32,960,500
R,2,0,500
D,25,40,500
U,21,80,500
C,20,120,500
I,43,160,500
A,32,200,500
L,40,240,500
S,45,280,500
G,35,320,500
Y,40,360,500
N,45,400,500
T,58,440,500
P,30,480,500
W,98,520,500
Z,15,560,500
B,43,600,500
H,52,640,500
M,14,680,500
Q,6,720,500
K,21,760,500
F,54,800,500
V,39,840,500
O,46,880,500
J,52,920,500
E,33,960,500
M,2,0,500
W,7,40,500
O,2,80,500
L,3,120,500
D,3,160,500
Q,8,200,500
Y,2,240,500
B,23,280,500
S,40,320,500
V,9,360,500
Z,3,400,500
C,3,440,500
P,1,480,500
H,17,520,500
G,9,560,500
J,36,600,500
F,20,640,500
I,25,680,500
T,43,720,500
N,22,760,500
K,17,800,500
A,11,840,500
R,15,880,500
X,2,920,500
U,3,960,500
X,0,0,500
Y,0,40,500
U,0,80,500
W,0,120,500
F,0,160,500
B,0,200,500
N,10,240,500
I,0,280,500
S,10,320,500
H,0,360,500
E,10,400,500
D,0,440,500
G,0,480,500
T,10,520,500
Z,0,560,500
V,10,600,500
R,10,640,500
M,0,680,500
O,30,720,500
K,20,760,500
A,30,800,500
C,20,840,500
L,30,880,500
J,10,920,500
Q,10,960,500
Q,1,0,500
L,25,40,500
P,31,80,500
J,27,120,500
T,49,160,500
C,37,200,500
U,38,240,500
O,38,280,500
M,36,320,500
R,51,360,500
F,46,400,500
Z,31,440,500
A,21,480,500
X,22,520,500
K,33,560,500
V,36,600,500
E,32,640,500
B,31,680,500
Y,33,720,500
I,25,760,500
W,30,800,500
N,50,840,500
D,32,880,500
G,29,920,500
S,49,960,500
K,74,0,500
X,18,40,500
Z,24,80,500
J,28,120,500
H,38,160,500
Q,44,200,500
T,62,240,500
M,38,280,500
C,52,320,500
I,42,360,500
N,54,400,500
S,72,440,500
L,58,480,500
P,46,520,500
U,58,560,500
Y,56,600,500
A,70,640,500
G,70,680,500
O,66,720,500
D,58,760,500
R,54,800,500
F,60,840,500
W,54,880,500
V,50,920,500
B,58,960,500
O,0,0,500
W,15,40,500
C,0,80,500
H,15,120,500
A,30,160,500
B,10,200,500
D,20,240,500
G,25,280,500
F,50,320,500
Z,25,360,500
Q,20,400,500
J,25,440,500
Y,25,480,500
X,15,520,500
K,25,560,500
T,35,600,500
S,25,640,500
N,20,680,500
P,25,720,500
V,40,760,500
U,35,800,500
E,50,840,500
R,55,880,500
I,70,920,500
L,40,960,500
Z,0,0,500
K,10,40,500
J,20,80,500
G,30,120,500
Q,10,160,500
V,10,200,500
U,20,240,500
N,50,280,500
E,60,320,500
F,30,360,500
R,30,400,500
P,20,440,500
X,0,480,500
I,40,520,500
W,40,560,500
M,50,600,500
L,30,640,500
O,30,680,500
Y,30,720,500
D,40,760,500
A,70,800,500
T,60,840,500
B,0,880,500
C,20,920,500
S,30,960,500
Z,0,0,500
A,20,40,500
Y,30,80,500
O,40,120,500
D,40,160,500
R,40,200,500
G,40,240,500
S,40,280,500
C,10,320,500
T,50,360,500
L,50,400,500
Q,10,440,500
I,40,480,500
N,70,520,500
B,20,560,500
X,20,600,500
J,40,640,500
K,50,680,500
V,40,720,500
W,50,760,500
E,50,800,500
M,50,840,500
F,60,880,500
P,10,920,500
U,50,960,500
Y,0,0,500
N,0,40,500
Q,0,80,500
E,0,120,500
Z,0,160,500
O,0,200,500
I,0,240,500
S,0,280,500
F,0,320,500
D,0,360,500
M,0,400,500
B,0,440,500
L,0,480,500
T,0,520,500
R,0,560,500
V,5,600,500
A,0,640,500
H,5,680,500
U,0,720,500
P,0,760,500
W,0,800,500
G,0,840,500
J,0,880,500
K,5,920,500
C,0,960,500
A,0,0,500
B,0,80,500
C,0,720,500
D,0,560,500
E,0,960,500
F,0,360,500
G,0,840,500
H,0,760,500
I,0,320,500
J,0,880,500
K,0,520,500
L,0,640,500
M,0,-1,500
N,0,400,500
O,0,680,500
P,0,480,500
Q,0,160,500
R,0,800,500
S,0,280,500
T,0,600,500
U,0,240,500
V,0,920,500
W,0,200,500
X,0,440,500
Y,0,40,500
Z,0,120,500
S,64,0,500
Y,22,40,500
A,36,80,500
X,25,120,500
G,52,160,500
U,40,200,500
R,55,240,500
O,46,280,500
V,43,320,500
W,64,360,500
E,85,400,500
I,85,440,500
N,64,480,500
D,55,520,500
F,55,560,500
J,46,600,500
P,57,640,500
T,90,680,500
Z,15,720,500
K,60,760,500
C,29,800,500
L,50,840,500
B,45,880,500
M,36,920,500
H,22,960,500
G,4,0,500
C,0,40,500
A,24,80,500
N,28,120,500
X,40,160,500
V,30,200,500
U,46,240,500
P,40,280,500
B,32,320,500
M,36,360,500
S,56,400,500
J,18,440,500
R,28,480,500
E,50,520,500
W,18,560,500
K,38,600,500
T,64,640,500
D,56,680,500
H,18,720,500
Y,26,760,500
F,40,800,500
O,58,840,500
Z,38,880,500
Q,64,920,500
I,50,960,500
B,0,0,500
L,20,40,500
K,35,80,500
T,35,120,500
O,50,160,500
V,30,200,500
R,30,240,500
M,45,280,500
X,5,320,500
Q,15,360,500
D,5,400,500
Y,45,440,500
Z,45,480,500
F,30,520,500
G,55,560,500
W,40,600,500
A,15,640,500
N,60,680,500
P,10,720,500
J,15,760,500
H,30,800,500
S,30,840,500
U,20,880,500
E,55,920,500
C,20,960,500
F,2,0,500
K,4,40,500
U,1,80,500
T,3,120,500
C,6,160,500
H,17,200,500
B,32,240,500
Y,11,280,500
G,35,320,500
W,47,360,500
S,7,400,500
A,10,440,500
E,26,480,500
D,21,520,500
Z,20,560,500
L,35,600,500
J,10,640,500
Q,4,680,500
P,6,720,500
V,14,760,500
N,21,800,500
R,24,840,500
O,28,880,500
X,21,920,500
M,13,960,500
J,2,0,500
E,0,40,500
B,1,80,500
R,1,120,500
C,11,160,500
N,15,200,500
P,32,240,500
G,16,280,500
V,15,320,500
X,27,360,500
H,37,400,500
T,55,440,500
Q,20,480,500
M,26,520,500
Y,25,560,500
D,30,600,500
I,53,640,500
F,26,680,500
U,29,720,500
L,50,760,500
K,23,800,500
S,37,840,500
O,24,880,500
W,40,920,500
A,20,960,500
G,0,0,500
Q,0,40,500
T,20,80,500
J,30,120,500
Z,30,160,500
U,40,200,500
K,50,240,500
D,50,280,500
O,60,320,500
X,50,360,500
F,50,400,500
L,50,440,500
E,70,480,500
M,60,520,500
V,60,560,500
I,110,600,500
Y,60,640,500
P,40,680,500
B,40,720,500
R,70,760,500
A,60,800,500
C,50,840,500
N,70,880,500
S,60,920,500
W,30,960,500
I,0,0,500
Q,10,40,500
G,20,80,500
S,30,120,500
T,40,160,500
D,50,200,500
E,60,240,500
Z,70,280,500
F,80,320,500
K,90,360,500
A,110,400,500
R,30,440,500
B,40,480,500
H,50,520,500
O,60,560,500
L,70,600,500
C,40,640,500
X,60,680,500
P,90,720,500
Y,30,760,500
J,50,800,500
M,80,840,500
U,50,880,500
W,110,920,500
N,70,960,500
F,2,0,500
E,0,40,500
B,0,80,500
C,2,120,500
U,4,160,500
M,16,200,500
J,22,240,500
N,28,280,500
H,22,320,500
D,2,360,500
T,38,400,500
R,30,440,500
P,8,480,500
X,24,520,500
G,36,560,500
I,40,600,500
Q,28,640,500
O,28,680,500
V,28,720,500
A,32,760,500
Z,24,800,500
K,40,840,500
Y,32,880,500
S,46,920,500
L,36,960,500
K,4,0,500
M,0,40,500
J,32,80,500
I,28,120,500
B,40,160,500
Z,28,200,500
F,52,240,500
C,60,280,500
W,60,320,500
U,40,360,500
E,100,400,500
Y,60,440,500
A,56,480,500
O,68,520,500
P,70,560,500
H,62,600,500
L,70,640,500
S,68,680,500
V,50,720,500
D,56,760,500
Q,44,800,500
X,36,840,500
R,36,880,500
T,86,920,500
G,100,960,500
J,2,0,500
T,13,40,500
Y,30,80,500
R,20,120,500
S,35,160,500
N,50,200,500
W,19,240,500
C,5,280,500
A,0,320,500
E,25,360,500
P,11,400,500
U,17,440,500
X,5,480,500
K,18,520,500
Z,18,560,500
B,23,600,500
H,27,640,500
O,16,680,500
F,17,720,500
G,16,760,500
I,19,800,500
Q,12,840,500
L,16,880,500
D,19,920,500
M,28,960,500
I,0,0,500
P,6,40,500
A,14,80,500
Y,31,120,500
X,35,160,500
H,42,200,500
M,51,240,500
Z,54,280,500
R,66,320,500
N,82,360,500
K,85,400,500
F,91,440,500
S,106,480,500
L,115,520,500
T,160,560,500
E,180,600,500
V,220,640,500
C,244,680,500
O,250,720,500
G,250,760,500
W,280,800,500
Q,298,840,500
J,313,880,500
B,344,920,500
U,358,960,500
D,2,0,500
B,0,40,500
Y,12,80,500
J,12,120,500
K,20,160,500
A,32,200,500
S,10,240,500
U,10,280,500
I,24,320,500
C,4,360,500
R,16,400,500
F,32,440,500
V,18,480,500
P,28,520,500
N,38,560,500
E,32,600,500
W,22,640,500
H,32,680,500
X,24,720,500
L,25,760,500
T,54,800,500
M,14,840,500
G,35,880,500
O,30,920,500
Z,16,960,500
X,0,0,500
D,0,40,500
K,0,80,500
Y,0,120,500
J,0,160,500
W,10,200,500
H,10,240,500
O,10,280,500
E,20,320,500
L,30,360,500
I,30,400,500
Q,0,440,500
C,0,480,500
F,10,520,500
U,0,560,500
T,10,600,500
S,10,640,500
B,10,680,500
P,20,720,500
V,10,760,500
M,20,800,500
N,10,840,500
R,30,880,500
G,30,920,500
Z,10,960,500
V,2,0,500
C,0,40,500
J,10,80,500
G,0,120,500
M,20,160,500
T,30,200,500
H,20,240,500
N,30,280,500
Q,5,320,500
O,0,360,500
F,15,400,500
L,25,440,500
K,10,480,500
Z,5,520,500
S,35,560,500
Y,35,600,500
W,25,640,500
E,35,680,500
A,20,720,500
I,50,760,500
R,13,800,500
P,4,840,500
D,10,880,500
B,15,920,500
U,13,960,500
V,1,0,500
I,16,40,500
C,27,80,500
S,39,120,500
W,8,160,500
R,26,200,500
M,36,240,500
D,36,280,500
T,37,320,500
H,28,360,500
O,0,400,500
E,20,440,500
K,34,480,500
Q,26,520,500
G,29,560,500
U,13,600,500
J,4,640,500
Z,12,680,500
A,12,720,500
B,15,760,500
N,15,800,500
P,16,840,500
F,16,880,500
L,25,920,500
Y,7,960,500
S,0,0,500
K,0,40,500
L,10,80,500
H,30,120,500
B,50,160,500
Y,30,200,500
E,30,240,500
W,10,280,500
F,70,320,500
X,30,360,500
G,90,400,500
C,80,440,500
R,70,480,500
M,70,520,500
U,50,560,500
I,100,600,500
P,40,640,500
Q,40,680,500
Z,40,720,500
T,80,760,500
N,80,800,500
A,110,840,500
O,80,880,500
J,60,920,500
V,60,960,500
Y,2,0,500
U,2,40,500
N,15,80,500
S,20,120,500
M,14,160,500
R,9,200,500
L,19,240,500
F,28,280,500
T,29,320,500
I,31,360,500
Q,1,400,500
C,6,440,500
D,10,480,500
O,15,520,500
J,23,560,500
A,14,600,500
E,30,640,500
H,16,680,500
V,10,720,500
Z,9,760,500
P,7,800,500
B,12,840,500
K,20,880,500
W,12,920,500
G,5,960,500
H,2,0,500
Q,1,40,500
M,1,80,500
D,3,120,500
E,14,160,500
U,0,200,500
S,26,240,500
R,10,280,500
T,27,320,500
W,15,360,500
L,5,400,500
A,5,440,500
G,8,480,500
Z,5,520,500
I,8,560,500
F,19,600,500
B,1,640,500
P,0,680,500
J,1,720,500
N,10,760,500
Y,5,800,500
V,2,840,500
X,5,880,500
C,10,920,500
K,3,960,500
A,0,0,500
H,10,40,500
L,20,80,500
U,20,120,500
N,30,160,500
D,40,200,500
T,55,240,500
R,45,280,500
P,30,320,500
Q,10,360,500
F,15,400,500
J,5,440,500
M,20,480,500
K,45,520,500
Y,35,560,500
C,35,600,500
X,15,640,500
W,25,680,500
O,60,720,500
I,50,760,500
B,30,800,500
S,45,840,500
V,20,880,500
E,35,920,500
Z,30,960,500
A,18,920,500
C,13,360,500
D,10,840,500
E,9,440,500
F,4,680,500
G,8,800,500
H,18,40,500
I,1,560,500
J,5,480,500
K,1,400,500
L,3,160,500
M,4,80,500
N,10,720,500
O,3,880,500
P,2,280,500
Q,3,0,500
R,2,760,500
S,4,520,500
T,16,960,500
U,1,240,500
V,1,600,500
W,9,200,500
X,0,640,500
Y,11,120,500
Z,1,320,500
I,0,0,500
F,20,40,500
N,10,80,500
H,20,120,500
O,10,160,500
R,40,200,500
M,40,240,500
V,40,280,500
P,70,320,500
D,50,360,500
X,30,400,500
Z,40,440,500
B,70,480,500
S,80,520,500
L,60,560,500
W,80,600,500
U,50,640,500
J,40,680,500
Q,50,720,500
C,50,760,500
A,60,800,500
G,50,840,500
Y,40,880,500
T,50,920,500
K,50,960,500
P,0,0,500
A,4,40,500
H,14,80,500
Y,7,120,500
M,18,160,500
R,31,200,500
X,36,240,500
J,39,280,500
S,36,320,500
F,41,360,500
I,62,400,500
E,50,440,500
U,25,480,500
D,32,520,500
C,46,560,500
T,48,600,500
G,38,640,500
B,19,680,500
V,22,720,500
K,26,760,500
W,26,800,500
Q,19,840,500
N,36,880,500
O,24,920,500
Z,25,960,500
V,2,0,500
O,16,40,500
U,16,80,500
T,34,120,500
G,28,160,500
X,40,200,500
F,52,240,500
B,52,280,500
M,52,320,500
H,64,360,500
I,70,400,500
J,64,440,500
Y,64,480,500
K,52,520,500
W,52,560,500
P,34,600,500
D,40,640,500
A,40,680,500
Z,40,720,500
E,64,760,500
R,52,800,500
Q,40,840,500
S,46,880,500
C,58,920,500
L,46,960,500
T,1,0,500
A,0,40,500
R,0,80,500
E,30,120,500
F,0,160,500
O,0,200,500
G,0,240,500
C,0,280,500
M,5,320,500
W,5,360,500
Q,5,400,500
X,0,440,500
N,5,480,500
D,0,520,500
I,15,560,500
K,0,600,500
J,5,640,500
P,5,680,500
Z,5,720,500
B,0,760,500
H,10,800,500
Y,0,840,500
U,5,880,500
S,20,920,500
L,0,960,500
K,4,0,500
Z,4,40,500
I,16,80,500
F,28,120,500
U,34,160,500
V,32,200,500
M,46,240,500
D,64,280,500
G,58,320,500
S,76,360,500
E,40,400,500
X,28,440,500
R,40,480,500
T,70,520,500
Y,64,560,500
B,55,600,500
J,31,640,500
C,46,680,500
W,57,720,500
L,58,760,500
O,70,800,500
H,68,840,500
P,46,880,500
N,76,920,500
Q,44,960,500
U,0,0,500
J,20,40,500
Z,15,80,500
L,30,120,500
T,45,160,500
O,30,200,500
C,45,240,500
Q,20,280,500
Y,25,320,500
V,25,360,500
P,40,400,500
B,30,440,500
D,45,480,500
I,55,520,500
M,25,560,500
K,45,600,500
S,45,640,500
E,50,680,500
R,40,720,500
X,25,760,500
N,60,800,500
F,30,840,500
G,35,880,500
W,30,920,500
A,40,960,500
U,0,0,500
O,20,40,500
D,30,80,500
Y,40,120,500
R,50,160,500
W,40,200,500
Z,40,240,500
X,40,280,500
Q,70,320,500
P,50,360,500
K,60,400,500
S,60,440,500
M,30,480,500
V,40,520,500
L,60,560,500
I,90,600,500
G,70,640,500
C,70,680,500
A,70,720,500
J,50,760,500
N,70,800,500
B,50,840,500
H,50,880,500
E,50,920,500
T,60,960,500
W,2,0,500
P,0,40,500
I,30,80,500
E,30,120,500
H,30,160,500
R,30,200,500
L,30,240,500
D,40,280,500
X,10,320,500
Z,15,360,500
J,15,400,500
S,30,440,500
Q,20,480,500
C,20,520,500
A,25,560,500
B,25,600,500
T,40,640,500
Y,25,680,500
M,35,720,500
K,25,760,500
F,35,800,500
U,30,840,500
N,50,880,500
O,40,920,500
V,25,960,500
Z,0,0,500
V,0,40,500
D,20,80,500
J,20,120,500
S,40,160,500
C,40,200,500
W,50,240,500
A,30,280,500
X,30,320,500
N,40,360,500
G,40,400,500
R,60,440,500
E,40,480,500
F,50,520,500
I,50,560,500
T,50,600,500
K,30,640,500
Q,30,680,500
M,40,720,500
Y,40,760,500
L,40,800,500
O,60,840,500
B,50,880,500
P,50,920,500
H,50,960,500
B,2,0,500
Z,2,40,500
L,25,80,500
C,40,120,500
U,35,160,500
W,34,200,500
K,40,240,500
V,25,280,500
E,60,320,500
S,85,360,500
G,69,400,500
J,50,440,500
A,50,480,500
D,45,520,500
N,70,560,500
R,44,600,500
O,54,640,500
H,30,680,500
Q,32,720,500
Y,40,760,500
X,20,800,500
M,50,840,500
I,60,880,500
F,34,920,500
T,50,960,500
L,0,0,500
U,0,40,500
K,20,80,500
O,30,120,500
W,40,160,500
D,40,200,500
S,50,240,500
Y,25,280,500
J,65,320,500
Z,30,360,500
A,30,400,500
V,50,440,500
I,50,480,500
N,65,520,500
R,55,560,500
M,65,600,500
G,40,640,500
Q,35,680,500
H,75,720,500
