algorithm,original,reordered,model,size,column,value,rank_utils,gpt-3.5-turbo_error
opt,"[ 6795 25410 23785 15467  4176 20859 17052  2842 22134 19336 20099 28617
  3997 28562  6430 16164 16425  3573  2869 21954 22248 30909 30249  3990
 14580  7927 27024  1268 25866 31004 18202 31144  4083  6675 31215  8964
 20588 16635 26072  8759  4490 29732 23945 21241 19102 27962 23396 25376
 29411  3149 28804 16013 29304 29785 13378  9616 20009 22071 23625 17252
  7696 17575 24968 23128 11075 20633 28416 14953 14514 20800 26833  4508
 30300  2619 32579 23900  8518 14057  2919 28864 16961 15738  3034 14422
 20121 21660 12726 21468 20018 13627 17184  7537  2947 22263 29692 16931
 28312 30189  2901  4207]","[20859, 22134, 20099, 21954, 22248, 20588, 21241, 20009, 22071, 20633, 20800, 20121, 21660, 21468, 20018, 22263, 6795, 25410, 23785, 15467, 4176, 17052, 2842, 19336, 28617, 3997, 28562, 6430, 16164, 16425, 3573, 2869, 30909, 30249, 3990, 14580, 7927, 27024, 1268, 25866, 31004, 18202, 31144, 4083, 6675, 31215, 8964, 16635, 26072, 8759, 4490, 29732, 23945, 19102, 27962, 23396, 25376, 29411, 3149, 28804, 16013, 29304, 29785, 13378, 9616, 23625, 17252, 7696, 17575, 24968, 23128, 11075, 28416, 14953, 14514, 26833, 4508, 30300, 2619, 32579, 23900, 8518, 14057, 2919, 28864, 16961, 15738, 3034, 14422, 12726, 13627, 17184, 7537, 2947, 29692, 16931, 28312, 30189, 2901, 4207]",,100,code_module,EEE,3.3807289932289937,1.2
warmup,"[13378 23785 16931  8759  7927 13627 16164 14953  7537 25410 15738 28562
  4176 21954 21468 22134 14514 30249 23945  3990  2901 29411  2919  2619
 28864 24968 14422  6430 23396  9616  2842 30189 31144 23128  7696 20018
 26072 29732  6795 17184  4490  3034 15467  2869 16961 29785 27024 27962
 28617 29304 28416 20121 28312 21660 23900 21241 20588 20633  3997 30300
  3149  4083 23625 16635 25376 22248 19102  2947 31004 12726  8964  4508
 28804 22263 17252 32579 14580  1268 17575 20859  3573  6675 30909 19336
 25866 20099 22071 14057 11075 16013 20009 20800  8518 17052 16425 18202
 26833 29692  4207 31215]","[20018, 20121, 21660, 21241, 20588, 20633, 22263, 20859, 20099, 22071, 20009, 20800, 13378, 23785, 16931, 8759, 7927, 13627, 16164, 14953, 7537, 25410, 15738, 28562, 4176, 21954, 21468, 22134, 14514, 30249, 23945, 3990, 2901, 29411, 2919, 2619, 28864, 24968, 14422, 6430, 23396, 9616, 2842, 30189, 31144, 23128, 7696, 26072, 29732, 6795, 17184, 4490, 3034, 15467, 2869, 16961, 29785, 27024, 27962, 28617, 29304, 28416, 28312, 23900, 3997, 30300, 3149, 4083, 23625, 16635, 25376, 22248, 19102, 2947, 31004, 12726, 8964, 4508, 28804, 17252, 32579, 14580, 1268, 17575, 3573, 6675, 30909, 19336, 25866, 14057, 11075, 16013, 8518, 17052, 16425, 18202, 26833, 29692, 4207, 31215]",mistral:7b,100,code_module,EEE,3.228312428312428,2.0
bigraph,"[20859 23396 20121 14953 20018 28864 30909 28562 16931  3573 28312 30249
 25410  7927  2869  2947 21241 29304 14422 26072 16425 28416 23128 23625
  6430  3034 29785 23900  6675  8759 20009  4207  8518  7696 29732 20099
 15738  3990 25866 22071 16013  9616  2919  4508  2842  2619  3997 20800
 23785  8964 15467 28804  4490 17052 29411 25376 21954 22263 16635 20633
  2901 23945 18202 19336 13378  7537 22134  6795 27024 32579 13627 17252
 14057 21468 14580 26833 14514 27962 20588 21660 28617  3149 19102 16961
 16164 30300 12726 24968 17575 31215 30189 29692  4083 31004 31144 11075
  4176  1268 22248 17184]","[20018, 20800, 23900, 20009, 20859, 20121, 4207, 20588, 22071, 21660, 21954, 20633, 32579, 21468, 16164, 29692, 22134, 13378, 7537, 26072, 9616, 6430, 3034, 6675, 23945, 11075, 20099, 25376, 21241, 23396, 17184, 2919, 14057, 22263, 22248, 25410, 4083, 29411, 28312, 7927, 29304, 27962, 17052, 28416, 18202, 29785, 16931, 16961, 14953, 28864, 30909, 28562, 3573, 30249, 2869, 2947, 14422, 16425, 23128, 23625, 8759, 8518, 7696, 29732, 15738, 3990, 25866, 16013, 4508, 2842, 2619, 3997, 23785, 8964, 15467, 28804, 4490, 16635, 2901, 19336, 6795, 27024, 13627, 17252, 14580, 26833, 14514, 28617, 3149, 19102, 30300, 12726, 24968, 17575, 31215, 30189, 31004, 31144, 4176, 1268]",mistral:7b,100,code_module,EEE,2.886775291795576,1.2
random,"[26979 27966 25468 26309 11030 27524 16480 27050 25063 23474 30442 21734
 17484 14620 17254 28663 26909  2675 19381 31137 27923 27484 12076 16435
  5165   508  1576 12385 12525  3651 24519 27708  4967 27497 28424 10472
 19255 12603  9177 22862  9998 28944 26683  7679 29007  4473 16475 31446
 21562 18589  5127 12623 18492 30328 30082 27543  1043 11887 27716 21947
 13865 32150 28746 24514 20270 19380  8445  5972 11270  5553 22362  8276
 26078  4419 17209  5311  9473 21877 11023 20809 27101  7462 26567 19818
 26688 17179 11976 29337 21784  1372 18806 13085 24050 10519 29688 30538
  1374 19761 26172 23135]","[26979 27966 25468 26309 11030 27524 16480 27050 25063 23474 30442 21734
 17484 14620 17254 28663 26909  2675 19381 31137 27923 27484 12076 16435
  5165   508  1576 12385 12525  3651 24519 27708  4967 27497 28424 10472
 19255 12603  9177 22862  9998 28944 26683  7679 29007  4473 16475 31446
 21562 18589  5127 12623 18492 30328 30082 27543  1043 11887 27716 21947
 13865 32150 28746 24514 20270 19380  8445  5972 11270  5553 22362  8276
 26078  4419 17209  5311  9473 21877 11023 20809 27101  7462 26567 19818
 26688 17179 11976 29337 21784  1372 18806 13085 24050 10519 29688 30538
  1374 19761 26172 23135]",,100,code_module,EEE,0.26224118416291264,0.6
opt,"[13865 22862 12623 27484 19818  9998  1043  4473 11887 18492 26688 26309
 19761 24050 17179  5553 29337  4419 11270 31446 30328 26979 24519 28746
 27923 13085 23135  1372 29007 26909 28663 32150 16475 19255  1374 30082
 20809 25468 14620 26078 22362 12525  1576 20270 27101 26172 21562 11976
 19380 17484 17209 27497  9177 21947 23474 11030 27050 12603 18589 21784
  7462 21877 25063  5311 27716  7679  5127 18806  2675 28424 27708 27524
 24514 17254 19381 30442 31137 27543 28944  9473 21734  8276 10519  5165
  5972  8445 30538 27966   508  3651  4967 12385 12076 11023 16480 26683
 10472 16435 26567 29688]","[19818, 19761, 20809, 20270, 21562, 19380, 21947, 21784, 21877, 19381, 21734, 13865, 22862, 12623, 27484, 9998, 1043, 4473, 11887, 18492, 26688, 26309, 24050, 17179, 5553, 29337, 4419, 11270, 31446, 30328, 26979, 24519, 28746, 27923, 13085, 23135, 1372, 29007, 26909, 28663, 32150, 16475, 19255, 1374, 30082, 25468, 14620, 26078, 22362, 12525, 1576, 27101, 26172, 11976, 17484, 17209, 27497, 9177, 23474, 11030, 27050, 12603, 18589, 7462, 25063, 5311, 27716, 7679, 5127, 18806, 2675, 28424, 27708, 27524, 24514, 17254, 30442, 31137, 27543, 28944, 9473, 8276, 10519, 5165, 5972, 8445, 30538, 27966, 508, 3651, 4967, 12385, 12076, 11023, 16480, 26683, 10472, 16435, 26567, 29688]",,100,code_module,EEE,3.0198773448773446,0.6
warmup,"[26683 27708  1372 10519 26172  5127 11270  7679  1043 26309  5553 12623
 27497 21734 27716 27484 17254 12603 11887 10472 12525 13865 21784 24519
 22362 27923 20809 24050  5311  1576 20270 27101 31446  8276 17484  3651
 19255 27050  5972  4967 26078  1374  8445 28944  9473  7462 27543 19761
 18806 27966 30442 31137 24514  9998 26688 16435 26567 21562 25063 19380
 29007   508 13085 25468 19818 16475 16480 29337 18589 27524 28746  4473
 18492 26979 23135  2675 30082 21947 30538 28663 32150 21877 12385  5165
 11976 12076 22862 30328 11023 14620 17179 29688  9177 17209 19381  4419
 11030 28424 23474 26909]","[21734, 21784, 21784, 20809, 20270, 20270, 19761, 21562, 19380, 21562, 19380, 19818, 19818, 21947, 30082, 21877, 19381, 19381, 26683, 27708, 1372, 10519, 26172, 5127, 11270, 7679, 1043, 26309, 5553, 12623, 27497, 27716, 27484, 17254, 12603, 11887, 10472, 12525, 13865, 24519, 22362, 27923, 24050, 5311, 1576, 27101, 31446, 8276, 17484, 3651, 19255, 27050, 5972, 4967, 26078, 1374, 8445, 28944, 9473, 7462, 27543, 18806, 27966, 30442, 31137, 24514, 9998, 26688, 16435, 26567, 25063, 29007, 508, 13085, 25468, 16475, 16480, 29337, 18589, 27524, 28746, 4473, 18492, 26979, 23135, 2675, 30538, 28663, 32150, 12385, 5165, 11976, 12076, 22862, 30328, 11023, 14620, 17179, 29688, 9177]",mistral:7b,100,code_module,EEE,3.4284414115296467,4.4
bigraph,"[20270 28746 19761 23135  2675 18806  5165 16435  5972 11976 19381 25063
 27543 11270  1374 17209 32150 21734 21877 29007 29337 11887 26909 13085
 30328 26683  9177  4967 24514  1372 17179 17484 28424 27923  8445 19380
  1576  9473 12525 12623 26688 26979 18589 27497 10519 26567 12603  7679
 21784 31137 27050 11030 28663 13865  1043  5127 17254 23474 22362 30442
 16480 31446 30538 24050 20809 26172 12076 27708 27484   508 12385  4419
 30082 10472 27101 19255 19818  4473 27966 25468 21947 24519 18492  5311
  8276  5553  9998  7462 22862 29688 16475 28944 21562 14620  3651 26078
 26309 11023 27716 27524]","[19381, 19380, 20809, 19818, 21562, 20270, 21784, 21947, 22362, 21877, 12076, 27101, 26567, 4473, 23474, 25063, 19761, 27716, 16475, 21734, 18806, 30328, 3651, 12623, 19255, 26309, 1043, 11976, 11030, 4419, 8276, 5553, 28746, 23135, 2675, 5165, 16435, 5972, 27543, 11270, 1374, 17209, 32150, 29007, 29337, 11887, 26909, 13085, 26683, 9177, 4967, 24514, 1372, 17179, 17484, 28424, 27923, 8445, 1576, 9473, 12525, 26688, 26979, 18589, 27497, 10519, 12603, 7679, 31137, 27050, 28663, 13865, 5127, 17254, 30442, 16480, 31446, 30538, 24050, 26172, 27708, 27484, 508, 12385, 30082, 10472, 27966, 25468, 24519, 18492, 5311, 9998, 7462, 22862, 29688, 28944, 14620, 26078, 11023, 27524]",mistral:7b,100,code_module,EEE,2.926680672268907,1.6
random,"[ 1567 13810 10926  8255 15415 19910 10009 25026  8755 20543 29864  8444
 21650  1319  7084 23409 31217 23088  2482 29681 20779  4778 16334 29891
 29447 18841 19924 23946 12445 25001 27484  1990 15034 19175 13247 24371
 16319 31482 27610 18232 24362 19542 17551  7416  9583  7951 24070 15173
 13715 18800 18251 25165  3336 21980 31128 13956  7835 22865  9202 29243
 31316 11869 27157  7914 16053 17390 27842 20854 22803 32181 12356 14981
 14704 12766 12142  7616    85 18473 29600   848 27983 23470  5616 17297
  3296  3353 18788 12570 16179 18206  1770 14968 31313 17815 12518 12505
 23292  3658 29341 21688]","[ 1567 13810 10926  8255 15415 19910 10009 25026  8755 20543 29864  8444
 21650  1319  7084 23409 31217 23088  2482 29681 20779  4778 16334 29891
 29447 18841 19924 23946 12445 25001 27484  1990 15034 19175 13247 24371
 16319 31482 27610 18232 24362 19542 17551  7416  9583  7951 24070 15173
 13715 18800 18251 25165  3336 21980 31128 13956  7835 22865  9202 29243
 31316 11869 27157  7914 16053 17390 27842 20854 22803 32181 12356 14981
 14704 12766 12142  7616    85 18473 29600   848 27983 23470  5616 17297
  3296  3353 18788 12570 16179 18206  1770 14968 31313 17815 12518 12505
 23292  3658 29341 21688]",,100,code_module,EEE,0.49527975292681176,1.8
opt,"[29243 19924 24371 14704 24362 25026 13956  5616 14968  7835 16334 12505
 15034 19910 18788 23946 16319 12570 17551  8755  7616 29681 21688 16053
 16179  1770 21980 11869 22803 18232 10926 27484 18251 25001  2482  3296
 29341  1567 22865 14981 31316 12518 12356 18206 12445 27842 24070  7416
 20543 13810  1319 12142 23088 12766 15415 32181 18841 13247 27157 23470
 17815  3336 19175  9202 29891 23292 13715 31128 31313 18473 23409  8444
 31482 20779 27610  4778  1990   848 31217  3353    85 19542 15173  7084
 20854 29447  8255 17390  7914 27983 17297 10009 21650 29600 25165  3658
 29864  9583 18800  7951]","[19924, 19910, 21688, 21980, 20543, 20779, 19542, 20854, 21650, 29243, 24371, 14704, 24362, 25026, 13956, 5616, 14968, 7835, 16334, 12505, 15034, 18788, 23946, 16319, 12570, 17551, 8755, 7616, 29681, 16053, 16179, 1770, 11869, 22803, 18232, 10926, 27484, 18251, 25001, 2482, 3296, 29341, 1567, 22865, 14981, 31316, 12518, 12356, 18206, 12445, 27842, 24070, 7416, 13810, 1319, 12142, 23088, 12766, 15415, 32181, 18841, 13247, 27157, 23470, 17815, 3336, 19175, 9202, 29891, 23292, 13715, 31128, 31313, 18473, 23409, 8444, 31482, 27610, 4778, 1990, 848, 31217, 3353, 85, 15173, 7084, 29447, 8255, 17390, 7914, 27983, 17297, 10009, 29600, 25165, 3658, 29864, 9583, 18800, 7951]",,100,code_module,EEE,2.8289682539682537,0.8
warmup,"[  848 23292 24070  7616 20543 15034 19910 23470 29341 12356  1567  4778
 18473 17297 18206 23409 27983  1770  7951 12518 21980 11869 10926 13715
 18788 27842  7914 29600 20779 16053 29891  5616 14704  8755 15415 17551
 10009  3296 27484 19542 29681 16179 12505 13810 23088  2482 17390 29864
 25026  9202 12445 15173 16334 21650 20854  7835 18800  3336 29243 29447
  8444 18841 31482  8255 23946 32181 22803 12142 31313 27610 17815 22865
 24371  1319 12570 21688 18232 18251 25001  3658 14968  1990 14981 19175
 31217  3353 19924 31316  9583 13247 24362 25165 13956 27157    85 12766
  7416  7084 16319 31128]","[20543, 19910, 20543, 19910, 21980, 20779, 19542, 19542, 21650, 20854, 21650, 20854, 21688, 21688, 18232, 18251, 25001, 3658, 1990, 14968, 14981, 19175, 19924, 848, 23292, 24070, 7616, 15034, 23470, 29341, 12356, 1567, 4778, 18473, 17297, 18206, 23409, 27983, 1770, 7951, 12518, 11869, 10926, 13715, 18788, 27842, 7914, 29600, 16053, 29891, 5616, 14704, 8755, 15415, 17551, 10009, 3296, 27484, 29681, 16179, 12505, 13810, 23088, 2482, 17390, 29864, 25026, 9202, 12445, 15173, 16334, 7835, 18800, 3336, 29243, 29447, 8444, 18841, 31482, 8255, 23946, 32181, 22803, 12142, 31313, 27610, 17815, 22865, 24371, 1319, 12570, 31217, 3353, 31316, 9583, 13247, 24362, 25165, 13956, 27157]",mistral:7b,100,code_module,EEE,3.295040587431892,1.2
bigraph,"[18206 29341  9583  5616  8255 27983 12445  7914  3296 15415 27610 31313
 17390 31482  4778 16053 27484 14981 22865 31217  8444 24070 29891  3336
 20854 32181 23088 12142 24362 12766  2482 18841 31316 23470 19910 14968
 29447 29864 16319 20543 23946 27842 31128 13715 23409 16334 17815 18251
 21980 25001 11869 18473 18232  8755 12570  7951 22803 29600    85 10009
 19542 18788  7416 12505 13956 18800   848 13810 27157 29681 23292 10926
  3658 14704 20779  1770  1319  1990 21650 17551 24371 16179 19175 21688
  7616  3353 25165 19924 15034 29243 12356  1567 12518  7835 17297  7084
  9202 25026 15173 13247]","[20543, 19542, 20779, 21688, 19924, 20854, 19910, 23409, 31128, 14704, 1990, 27842, 25001, 15173, 18800, 13247, 21980, 31313, 5616, 12570, 13956, 15034, 21650, 23088, 18232, 31217, 2482, 7914, 3353, 9202, 27983, 18206, 29341, 9583, 8255, 12445, 3296, 15415, 27610, 17390, 31482, 4778, 16053, 27484, 14981, 22865, 8444, 24070, 29891, 3336, 32181, 12142, 24362, 12766, 18841, 31316, 23470, 14968, 29447, 29864, 16319, 23946, 13715, 16334, 17815, 18251, 11869, 18473, 8755, 7951, 22803, 29600, 85, 10009, 18788, 7416, 12505, 848, 13810, 27157, 29681, 23292, 10926, 3658, 1770, 1319, 17551, 24371, 16179, 19175, 7616, 25165, 29243, 12356, 1567, 12518, 7835, 17297, 7084, 25026]",mistral:7b,100,code_module,EEE,2.6951589331384724,1.0
