algorithm,original,reordered,model,size,column,value,rank_utils,gpt-4o-mini_error
opt,"[10680   988 20308 25353 25301 21478 27973  7792  1061 20325 14302 15330
  2559 14523 26795 12192 28253 20743 15587 32053 26412  5833   228  3835
  8728  6480 17785  8559  7520 24401 14962 15474 26086 13174  2555 17149
  9562  3455  8545 11575 17513 26528  8136  7080  9985 26875 27531 16788
  9336 12000  4352 26993  5509 14920  5146 15668 16759 25166  6754 11187
 29555 12010 15934 16946  7595 20528  2707   376 10199  7284 11568  1488
 17696  8118 17243  6145 10673 24939 19845 16805 11562 14867 18492  1691
 21687 18898 30944 15803  2701  9354 13421 18452  3026  3704 20341 19739
  2010  6523 21749 19157]","[20308, 21478, 20325, 20743, 20528, 19845, 21687, 20341, 19739, 21749, 10680, 988, 25353, 25301, 27973, 7792, 1061, 14302, 15330, 2559, 14523, 26795, 12192, 28253, 15587, 32053, 26412, 5833, 228, 3835, 8728, 6480, 17785, 8559, 7520, 24401, 14962, 15474, 26086, 13174, 2555, 17149, 9562, 3455, 8545, 11575, 17513, 26528, 8136, 7080, 9985, 26875, 27531, 16788, 9336, 12000, 4352, 26993, 5509, 14920, 5146, 15668, 16759, 25166, 6754, 11187, 29555, 12010, 15934, 16946, 7595, 2707, 376, 10199, 7284, 11568, 1488, 17696, 8118, 17243, 6145, 10673, 24939, 16805, 11562, 14867, 18492, 1691, 18898, 30944, 15803, 2701, 9354, 13421, 18452, 3026, 3704, 2010, 6523, 19157]",,100,code_module,EEE,2.9289682539682538,4.8
warmup,"[ 6754  7080 15934  6480  5146 20308 21687 18452 20528  8559  6145 26993
 14302  9562  2555 19157 15330   988  7792 14962 10199 24401  5509 15668
  1488 20743  7520 16946  6523  2707 17149 11187 16759 17785 26086 13174
 15803 13421 11568 17513 26795  9985  3835  1691 19845 25353 16788 27531
 12192 11575 14867 26412 25301   376 29555 27973  7595 18898  2010 26528
  2701 11562 12010 30944 28253 32053  3455 19739 21478 25166 17696 17243
 21749  8136 16805  4352 14920 26875 15587 12000 10680 14523  8118 10673
  9354  8545  2559 20325  7284 20341 24939  5833 18492 15474  3704  3026
  1061   228  8728  9336]","[20308, 21687, 20528, 20743, 19845, 19739, 21478, 21749, 20325, 20341, 6754, 7080, 15934, 6480, 5146, 18452, 8559, 6145, 26993, 14302, 9562, 2555, 19157, 15330, 988, 7792, 14962, 10199, 24401, 5509, 15668, 1488, 7520, 16946, 6523, 2707, 17149, 11187, 16759, 17785, 26086, 13174, 15803, 13421, 11568, 17513, 26795, 9985, 3835, 1691, 25353, 16788, 27531, 12192, 11575, 14867, 26412, 25301, 376, 29555, 27973, 7595, 18898, 2010, 26528, 2701, 11562, 12010, 30944, 28253, 32053, 3455, 25166, 17696, 17243, 8136, 16805, 4352, 14920, 26875, 15587, 12000, 10680, 14523, 8118, 10673, 9354, 8545, 2559, 7284, 24939, 5833, 18492, 15474, 3704, 3026, 1061, 228, 8728, 9336]",gemma2:9b,100,code_module,EEE,2.9289682539682538,7.2
bigraph,"[  988 25353  6145 26993  1488 15668 12010  9336 10673 16788 12000  8136
 16946 13174  8545  3704 10680 15587  6523 21749  8728  6480 14302 11575
 24939 10199 25301  5146 25166  8118 20308  3455 14920 11187 17696  5833
 11562 28253  7080 14523 21478 19157 19845 15934  7595  7520 13421  2559
 26795 16805 26412 20325 15803  2701  3835 15474  9985 20528 18452  4352
  9354  1061  7792 19739 26086  8559 11568 18898 32053 30944 17513 15330
 12192  2010  1691 29555 17785  7284  5509 18492 27973 20743 27531 26875
  6754 24401 14867  2707  3026 20341 17149 21687  9562  2555 14962   228
 16759 26528   376 17243]","[21749, 20308, 19845, 20325, 20528, 19739, 20743, 20341, 21687, 21478, 8136, 16805, 16946, 7520, 15330, 988, 25353, 6145, 26993, 1488, 15668, 12010, 9336, 10673, 16788, 12000, 13174, 8545, 3704, 10680, 15587, 6523, 8728, 6480, 14302, 11575, 24939, 10199, 25301, 5146, 25166, 8118, 3455, 14920, 11187, 17696, 5833, 11562, 28253, 7080, 14523, 19157, 15934, 7595, 13421, 2559, 26795, 26412, 15803, 2701, 3835, 15474, 9985, 18452, 4352, 9354, 1061, 7792, 26086, 8559, 11568, 18898, 32053, 30944, 17513, 12192, 2010, 1691, 29555, 17785, 7284, 5509, 18492, 27973, 27531, 26875, 6754, 24401, 14867, 2707, 3026, 17149, 9562, 2555, 14962, 228, 16759, 26528, 376, 17243]",gemma2:9b,100,code_module,EEE,2.9289682539682538,11.2
random,"[11237 29614 13798 24022 18627 31269 25471 20897 10189 21392 19279  1639
 21202  2457  4626 23068  7479 31660 22575 22755 13280 10488 10850  6169
 19449 28533  9508 30581 21648  4158   831  4464 18578 23154 11470 25323
 27985  7257 19456  8075 32283 25652 15085 18046 23831 23748 28935 29279
 26492 28322 30859 13118  3143 23773  7666 31699 23632  4153 19408 24668
  2365  7221 14413 12991 10301  2404   709 24550 21663 17975  2455  8525
  7671 32404 17556 27629 26360  9131 21351  4099  9434 24385 16148 32269
  9096 11981  9586 26325 13113  9908 14047 21535 27491  3412  4633 13080
 11376 16570   679  4639]","[11237 29614 13798 24022 18627 31269 25471 20897 10189 21392 19279  1639
 21202  2457  4626 23068  7479 31660 22575 22755 13280 10488 10850  6169
 19449 28533  9508 30581 21648  4158   831  4464 18578 23154 11470 25323
 27985  7257 19456  8075 32283 25652 15085 18046 23831 23748 28935 29279
 26492 28322 30859 13118  3143 23773  7666 31699 23632  4153 19408 24668
  2365  7221 14413 12991 10301  2404   709 24550 21663 17975  2455  8525
  7671 32404 17556 27629 26360  9131 21351  4099  9434 24385 16148 32269
  9096 11981  9586 26325 13113  9908 14047 21535 27491  3412  4633 13080
 11376 16570   679  4639]",,100,code_module,EEE,0.45701656041584615,8.8
opt,"[ 1639   831  4633  4464  4158 26360 23831 14413 19449 15085 21351 22755
 28533  8525 13280 16570 23154  4626 27629 16148  7221   709 11376 27985
   679 23773  2404 32404  8075 28935 30581 27491 13798 25471  9131 13080
 21202  2365  3412 21663 17975 21648 19456 24022  9434 24385 25652  4639
 22575  2457  9096 26325 30859 11470 32283 10850 17556  9508 19408 24550
 12991  7479 23632  6169 18578 13113 25323  9586  7666 18627  4099 23748
 32269 10488 11981 10189  2455 14047 29614 31699 23068  7257 18046 31269
 21392  9908 13118  4153 26492  3143 11237 31660 10301 29279 21535 20897
  7671 19279 24668 28322]","[19449, 21351, 21202, 21663, 21648, 19456, 19408, 21392, 21535, 20897, 1639, 831, 4633, 4464, 4158, 26360, 23831, 14413, 15085, 22755, 28533, 8525, 13280, 16570, 23154, 4626, 27629, 16148, 7221, 709, 11376, 27985, 679, 23773, 2404, 32404, 8075, 28935, 30581, 27491, 13798, 25471, 9131, 13080, 2365, 3412, 17975, 24022, 9434, 24385, 25652, 4639, 22575, 2457, 9096, 26325, 30859, 11470, 32283, 10850, 17556, 9508, 24550, 12991, 7479, 23632, 6169, 18578, 13113, 25323, 9586, 7666, 18627, 4099, 23748, 32269, 10488, 11981, 10189, 2455, 14047, 29614, 31699, 23068, 7257, 18046, 31269, 9908, 13118, 4153, 26492, 3143, 11237, 31660, 10301, 29279, 7671, 19279, 24668, 28322]",,100,code_module,EEE,2.9289682539682538,7.6
warmup,"[11376 22755 24668 26325 26492 19456  9434  1639 10850 17975 28533 24022
 23068 21648  4639 14413 11237   831 23831  9908  9508 11470 22575 12991
 32269 21535  7257 24550 29614  2457 27985 16570 11981  7221 28935 29279
 27629  2455 32404 25652  4158 23748 18578  9096 23632 21202 13080 27491
 15085 19408 20897 28322  7479  7666  9586 18046  3412   679  2365  4626
 30581 31660   709 13118  8075 25471 18627 17556 19449  4633  4464 10189
  9131  8525 31269  2404 31699 16148 10488 30859 26360 21663  4153 23773
  6169 23154  3143 32283 21392 21351 19279 25323 13280 14047 24385  7671
 10301 13798 13113  4099]","[19456, 21648, 21535, 21202, 19408, 20897, 19449, 21663, 21392, 21351, 11376, 22755, 24668, 26325, 26492, 9434, 1639, 10850, 17975, 28533, 24022, 23068, 4639, 14413, 11237, 831, 23831, 9908, 9508, 11470, 22575, 12991, 32269, 7257, 24550, 29614, 2457, 27985, 16570, 11981, 7221, 28935, 29279, 27629, 2455, 32404, 25652, 4158, 23748, 18578, 9096, 23632, 13080, 27491, 15085, 28322, 7479, 7666, 9586, 18046, 3412, 679, 2365, 4626, 30581, 31660, 709, 13118, 8075, 25471, 18627, 17556, 4633, 4464, 10189, 9131, 8525, 31269, 2404, 31699, 16148, 10488, 30859, 26360, 4153, 23773, 6169, 23154, 3143, 32283, 19279, 25323, 13280, 14047, 24385, 7671, 10301, 13798, 13113, 4099]",gemma2:9b,100,code_module,EEE,2.9289682539682538,9.6
bigraph,"[11237   679 21351 21648 30859 24668 26360 26325 13080  4158 18046 10850
 28935 21392 32404  8525  4464 16148 14047 11376  7479  7671  1639 23068
 32283  9434 10189  3143 28322 31269  2404 27985  9508 27629  9096 23632
 19456 13118 21535  3412 22755 31660 15085   831 25652 21663  6169 24550
   709  2457 29279  2365 13113 29614 23748 32269 26492 20897  4153 17556
 19449 10488 22575  8075 17975 13280  4639 21202 25471 12991  7221 23831
  9908  7666 25323 24022 31699 18627 19279  4626 11981 14413 24385  4633
 11470 23773  7257 18578  9586 28533 10301  4099 30581 16570 19408  9131
 23154 13798 27491  2455]","[21351, 21648, 21392, 19456, 21535, 21663, 20897, 19449, 21202, 19408, 4464, 13118, 23068, 24022, 12991, 23154, 32283, 29279, 11237, 679, 30859, 24668, 26360, 26325, 13080, 4158, 18046, 10850, 28935, 32404, 8525, 16148, 14047, 11376, 7479, 7671, 1639, 9434, 10189, 3143, 28322, 31269, 2404, 27985, 9508, 27629, 9096, 23632, 3412, 22755, 31660, 15085, 831, 25652, 6169, 24550, 709, 2457, 2365, 13113, 29614, 23748, 32269, 26492, 4153, 17556, 10488, 22575, 8075, 17975, 13280, 4639, 25471, 7221, 23831, 9908, 7666, 25323, 31699, 18627, 19279, 4626, 11981, 14413, 24385, 4633, 11470, 23773, 7257, 18578, 9586, 28533, 10301, 4099, 30581, 16570, 9131, 13798, 27491, 2455]",gemma2:9b,100,code_module,EEE,2.9289682539682538,27.2
random,"[18798 26097  7916 27084 22592 13689 26354 25115  4527 11625 14660 31980
 14188  1408 29187  8281 10594  8568  8499 22796 12618 18040  4908  9742
 13806 23898 23879 18078 20341 18562 30459  2653 14022 20374  2475 26185
 26610 13438 22639 28944 25792  3602 14257 30627 29889  7517 12684 30247
 26277 21995 23065  9026  4133 19412  1078 13181 12420 26738 26536 30251
 23695 31307 20263  7264 23096 18650 18423 23789  4933  8436 18861 25256
 30164 16198 14866  2488 16140 25181 25014 23155  5883  7608 17985 30444
 20166 19928  3564 27462 20362 13440 18856 25199 17217 26946 25949 27019
 20012  2958  9308  4140]","[18798 26097  7916 27084 22592 13689 26354 25115  4527 11625 14660 31980
 14188  1408 29187  8281 10594  8568  8499 22796 12618 18040  4908  9742
 13806 23898 23879 18078 20341 18562 30459  2653 14022 20374  2475 26185
 26610 13438 22639 28944 25792  3602 14257 30627 29889  7517 12684 30247
 26277 21995 23065  9026  4133 19412  1078 13181 12420 26738 26536 30251
 23695 31307 20263  7264 23096 18650 18423 23789  4933  8436 18861 25256
 30164 16198 14866  2488 16140 25181 25014 23155  5883  7608 17985 30444
 20166 19928  3564 27462 20362 13440 18856 25199 17217 26946 25949 27019
 20012  2958  9308  4140]",,100,code_module,EEE,0.16322390398389874,12.6
opt,"[ 7264  8281 31980  4527 14022 25199  9308 18423 30251 14866 12420  4908
 16140 20374 30444 20263 23155 14660  2475 12618 25115 18040  7916 13440
 29889 23789 13806 19928 10594 18650 14257 30627 17985 31307 27462 19412
 14188 17217 20362  9026  9742 30459  4140  2958 18798  4933 30164  2653
 26185  7608 29187 20012 26354 20341 30247 25792 16198 22592 27084  5883
 26610 18562  2488  8568  1408 22796 18861 27019 22639  4133  1078 26738
  3602  3564 21995 13438 23898 12684 23065 26536 26277  8436 25181 23096
 25256 26946 13181 25949  7517 13689 23695 11625  8499 23879 18856 26097
 25014 20166 28944 18078]","[20374, 20263, 19928, 19412, 20362, 20012, 20341, 21995, 20166, 7264, 8281, 31980, 4527, 14022, 25199, 9308, 18423, 30251, 14866, 12420, 4908, 16140, 30444, 23155, 14660, 2475, 12618, 25115, 18040, 7916, 13440, 29889, 23789, 13806, 10594, 18650, 14257, 30627, 17985, 31307, 27462, 14188, 17217, 9026, 9742, 30459, 4140, 2958, 18798, 4933, 30164, 2653, 26185, 7608, 29187, 26354, 30247, 25792, 16198, 22592, 27084, 5883, 26610, 18562, 2488, 8568, 1408, 22796, 18861, 27019, 22639, 4133, 1078, 26738, 3602, 3564, 13438, 23898, 12684, 23065, 26536, 26277, 8436, 25181, 23096, 25256, 26946, 13181, 25949, 7517, 13689, 23695, 11625, 8499, 23879, 18856, 26097, 25014, 28944, 18078]",,100,code_module,EEE,2.8289682539682537,5.0
warmup,"[23065 13806 14660 20166 29889 28944  2488  9742  8436 26610 10594 13689
 22592  1408  1078  4133  7264 23096  8281 23898 18040  4140  3564 29187
 19928 18078 27019 13438 18856 25115 25792 31980 17985  9026 30247 30251
 20341 30164 25256 27462  7608  2958 17217 20012 26097 30444 23789  2475
 16140 14022 18650  5883 26536 14257 20263 25014 25199 11625 18798 31307
  8568 20362 26354 30627 23695  4527 26738 25949 18562  4908 30459  4933
 13181 21995 14188 14866  7916 12618 13440  7517 16198 22796 19412 18861
 23155  9308  3602  8499 12420  2653 25181 12684 26185 26946 20374 22639
 27084 23879 26277 18423]","[20166, 19928, 20341, 17217, 20012, 20263, 20362, 21995, 19412, 20374, 23065, 13806, 14660, 29889, 28944, 2488, 9742, 8436, 26610, 10594, 13689, 22592, 1408, 1078, 4133, 7264, 23096, 8281, 23898, 18040, 4140, 3564, 29187, 18078, 27019, 13438, 18856, 25115, 25792, 31980, 17985, 9026, 30247, 30251, 30164, 25256, 27462, 7608, 2958, 26097, 30444, 23789, 2475, 16140, 14022, 18650, 5883, 26536, 14257, 25014, 25199, 11625, 18798, 31307, 8568, 26354, 30627, 23695, 4527, 26738, 25949, 18562, 4908, 30459, 4933, 13181, 14188, 14866, 7916, 12618, 13440, 7517, 16198, 22796, 18861, 23155, 9308, 3602, 8499, 12420, 2653, 25181, 12684, 26185, 26946, 22639, 27084, 23879, 26277, 18423]",gemma2:9b,100,code_module,EEE,2.6789682539682538,9.6
bigraph,"[12684 20012 23096 10594 31307 30247  2475 13689 20362 29889 26185  8281
 18040 22796  2958 27084 17217 20374 20341  4133 27019 14660  7608 23789
 13181 23065 13440 18861  2653  1078 30164 23898 23155 26277 11625  3602
 31980  7916  4527  5883 29187 14188 18423 13438  1408 23879 25181 28944
 19412  4140 18856  7264 30627 26610 20166 14866 14257 12618 25199 22592
 21995 25949  4908 30459 20263 30444 14022 26738 22639  8568 18078 12420
 25115 27462 17985  3564 16140 26536  8436 25256 18562  9308 25014 13806
 30251 25792 19928  9026 18650 26354 26097  8499 26946 23695  7517 16198
 18798  2488  9742  4933]","[20012, 20362, 20374, 20341, 19412, 20166, 21995, 20263, 19928, 23898, 25199, 12684, 23096, 10594, 31307, 30247, 2475, 13689, 29889, 26185, 8281, 18040, 22796, 2958, 27084, 17217, 4133, 27019, 14660, 7608, 23789, 13181, 23065, 13440, 18861, 2653, 1078, 30164, 23155, 26277, 11625, 3602, 31980, 7916, 4527, 5883, 29187, 14188, 18423, 13438, 1408, 23879, 25181, 28944, 4140, 18856, 7264, 30627, 26610, 14866, 14257, 12618, 22592, 25949, 4908, 30459, 30444, 14022, 26738, 22639, 8568, 18078, 12420, 25115, 27462, 17985, 3564, 16140, 26536, 8436, 25256, 18562, 9308, 25014, 13806, 30251, 25792, 9026, 18650, 26354, 26097, 8499, 26946, 23695, 7517, 16198, 18798, 2488, 9742, 4933]",gemma2:9b,100,code_module,EEE,2.8289682539682537,2.2
