algorithm,original,reordered,model,size,column,value,rank_utils,gpt-4o-mini_error
opt,"[ 1481 14503 31347  3028 14972 23383  1621  4024  9664  4014 29579 20907
  1036 26724  5725 30888   240 22939 25414  6908  3201 32096 23553 11640
 10242  2755 19989 24304 16945 21419 15037 27334 11007 11431 10463 11453
 25758 17109 15019 30249 18787 16171 19226  1403  9901 31835  4630 16051
  6205 22052 30070  8987 29827  3145 14802 29205  3780 18169  2920    86
 10092 15215 23089  3443 19055  5305  8399  3719 10187 19520 13339  1344
  4232 30805 12543 12076  7095 23217 24903  5411 23949 23786 20348 23113
 17539 20042 11972 32582 10195  9138 27084 30677 15183 12335  8296   763
 30099  9476 11970  7372]","[20907, 19989, 21419, 22052, 19520, 20348, 20042, 1481, 14503, 31347, 3028, 14972, 23383, 1621, 4024, 9664, 4014, 29579, 1036, 26724, 5725, 30888, 240, 22939, 25414, 6908, 3201, 32096, 23553, 11640, 10242, 2755, 24304, 16945, 15037, 27334, 11007, 11431, 10463, 11453, 25758, 17109, 15019, 30249, 18787, 16171, 19226, 1403, 9901, 31835, 4630, 16051, 6205, 30070, 8987, 29827, 3145, 14802, 29205, 3780, 18169, 2920, 86, 10092, 15215, 23089, 3443, 19055, 5305, 8399, 3719, 10187, 13339, 1344, 4232, 30805, 12543, 12076, 7095, 23217, 24903, 5411, 23949, 23786, 23113, 17539, 11972, 32582, 10195, 9138, 27084, 30677, 15183, 12335, 8296, 763, 30099, 9476, 11970, 7372]",,100,code_module,EEE,2.5928571428571425,4.2
warmup,"[20348  6908 11431 32096 15183 30677 24304 16945 31835  7372 30888  4024
  1344 22052  3719 23383  7095  1621 10092  9901 24903 14972 29827 19520
 18787 19989 23949  3028 12076  1481 20907  4014 31347 14802 19055  1403
 27084 22939 11970 16171  9476 23553 10463 11007 12543 14503 30805 15037
  6205 17539 12335 23113 27334  8987  3443 15019  2920  2755  3201  5305
    86  3145 10242 23786 19226 18169 17109 30249 10195 11972  3780 20042
 25758 26724 25414  8399 30070  9664  9138 29579 11453 13339 23217  5411
 23089 30099  4630   240 21419 32582 10187 16051   763  1036  4232 15215
  8296 11640 29205  5725]","[20348, 30677, 30888, 22052, 3719, 1621, 29827, 19520, 19989, 20907, 14802, 22939, 23553, 30805, 17539, 27334, 2755, 3145, 18169, 3780, 26724, 9664, 13339, 4630, 21419, 1036, 29205, 6908, 11431, 32096, 15183, 24304, 16945, 31835, 7372, 4024, 1344, 23383, 7095, 10092, 9901, 24903, 14972, 18787, 23949, 3028, 12076, 1481, 4014, 31347, 19055, 1403, 27084, 11970, 16171, 9476, 10463, 11007, 12543, 14503, 15037, 6205, 12335, 23113, 8987, 3443, 15019, 2920, 3201, 5305, 86, 10242, 23786, 19226, 17109, 30249, 10195, 11972, 20042, 25758, 25414, 8399, 30070, 9138, 29579, 11453, 23217, 5411, 23089, 30099, 240, 32582, 10187, 16051, 763, 4232, 15215, 8296, 11640, 5725]",llama3.1:8b,100,code_module,EEE,1.6387693389592126,7.2
bigraph,"[11007 20907 11453  1036  2755 26724  4024  3719  3201  3145   240  5411
 23553 16171 15019 19226 20042 27334  1481 20348 14503 11970 14972 18169
 30249 11431 14802  1621 27084 30070  6205 17539 10242  4630 12543 30805
  3780  2920  1403 31347 22939 22052 31835 15215 23089 23949 16945  7372
   763  1344 23113  4232 32582 30888 23217 18787  9664 23383 16051 10195
 19520 30677 19989 13339 10463 17109    86 29827 25758 24304  8399 29205
  5305 11972  8296 19055  7095 12076 10092 23786  9138  4014  5725  9476
  9901 32096  3028 10187  3443 15183 21419 29579 15037  8987 24903  6908
 11640 25414 30099 12335]","[20907, 20042, 20348, 22052, 19520, 19989, 21419, 23383, 29579, 11007, 12543, 7372, 10092, 1344, 30099, 10242, 14972, 24304, 8296, 30888, 14503, 12335, 32096, 11453, 1036, 2755, 26724, 4024, 3719, 3201, 3145, 240, 5411, 23553, 16171, 15019, 19226, 27334, 1481, 11970, 18169, 30249, 11431, 14802, 1621, 27084, 30070, 6205, 17539, 4630, 30805, 3780, 2920, 1403, 31347, 22939, 31835, 15215, 23089, 23949, 16945, 763, 23113, 4232, 32582, 23217, 18787, 9664, 16051, 10195, 30677, 13339, 10463, 17109, 86, 29827, 25758, 8399, 29205, 5305, 11972, 19055, 7095, 12076, 23786, 9138, 4014, 5725, 9476, 9901, 3028, 10187, 3443, 15183, 15037, 8987, 24903, 6908, 11640, 25414]",llama3.1:8b,100,code_module,EEE,2.5928571428571425,5.2
random,"[25782 11005  7475 28601  3980 31622 12499 21752  3625 30095  4156 18333
 23642   678  7333  1099  9967 12832 11727 11175  3398 18688   659  8304
  6517  9003 12836 14186 17199 28560 21947 29266 10521 25656 17921 16961
 14426 12827 28808  9228  1108 29703 30660 22022 18560 10228 32428 27952
 28464 24094 12314 12673 28964 22911 19586 20746 15922 24812 14859 31127
 15754 23912 12906 11998 29567 14181   680 29280  4516   490  6727 31010
  4223 32492  4531 10102  8986 25654 24996  9850 25944 16447 29458 30515
 16991  1010  4554 21496  6873  3529  3716  9042 19068 28517 13405 26661
  5550 14145 24226  3562]","[25782 11005  7475 28601  3980 31622 12499 21752  3625 30095  4156 18333
 23642   678  7333  1099  9967 12832 11727 11175  3398 18688   659  8304
  6517  9003 12836 14186 17199 28560 21947 29266 10521 25656 17921 16961
 14426 12827 28808  9228  1108 29703 30660 22022 18560 10228 32428 27952
 28464 24094 12314 12673 28964 22911 19586 20746 15922 24812 14859 31127
 15754 23912 12906 11998 29567 14181   680 29280  4516   490  6727 31010
  4223 32492  4531 10102  8986 25654 24996  9850 25944 16447 29458 30515
 16991  1010  4554 21496  6873  3529  3716  9042 19068 28517 13405 26661
  5550 14145 24226  3562]",,100,code_module,EEE,0.22738793464599916,7.0
opt,"[20746 23912 17921 24996  9042 29280 14426  7475 12906 27952 28964 29567
 16447 11175  3529 28517  9850 17199 25782 16991 18688  7333 18560  4516
 24812 25944  5550 31010   680 18333 23642 24226 21752 12673  3398  8986
 21496   659  9967 14181 11005 15754 32428  1099  8304 10102 30660 10228
   678 12499 28464  4223  4531 31127  4156 30515 28808 15922 22911 28601
  6517 21947 16961 19586 12836 11998   490  3562 30095 24094 25654  1010
 14145 29703 11727 28560 14859  6727  3625  3716 14186 12827 29458  9003
 25656 29266 10521  6873 12832 31622 26661 22022 13405 19068 32492  1108
  4554  9228  3980 12314]","[20746, 21752, 21496, 21947, 19586, 22022, 23912, 17921, 24996, 9042, 29280, 14426, 7475, 12906, 27952, 28964, 29567, 16447, 11175, 3529, 28517, 9850, 17199, 25782, 16991, 18688, 7333, 18560, 4516, 24812, 25944, 5550, 31010, 680, 18333, 23642, 24226, 12673, 3398, 8986, 659, 9967, 14181, 11005, 15754, 32428, 1099, 8304, 10102, 30660, 10228, 678, 12499, 28464, 4223, 4531, 31127, 4156, 30515, 28808, 15922, 22911, 28601, 6517, 16961, 12836, 11998, 490, 3562, 30095, 24094, 25654, 1010, 14145, 29703, 11727, 28560, 14859, 6727, 3625, 3716, 14186, 12827, 29458, 9003, 25656, 29266, 10521, 6873, 12832, 31622, 26661, 13405, 19068, 32492, 1108, 4554, 9228, 3980, 12314]",,100,code_module,EEE,2.4499999999999997,1.8
warmup,"[29458 25944 31010 25656 12499 22022 16961 21496 20746  4516 11175 15922
 32428 23912 28517 24812 10102 23642 32492 11727 12832  6727 14181 16991
 24996   680 11998  4531 31127 24094 28964 13405 18333 14859 10521 19068
  6517 31622  8304 17921 28560  9850 29266  3562 17199   659  9967 29280
  4156  9228 29703  7475 14186 25782  6873 14426 15754  3529  4223  7333
 21752 18688 26661 27952  5550  3716  1099 30660 12906 19586 22911 28464
 30515  4554  3398 14145 28808 11005 21947 25654  1010  9003 12314 29567
 12827 24226  3625  1108 30095 28601   678 12836  9042  3980   490 10228
 12673 18560 16447  8986]","[25944, 22022, 16961, 21496, 20746, 32492, 6727, 680, 24094, 14859, 10521, 31622, 29266, 659, 9228, 14186, 25782, 15754, 18688, 3716, 19586, 4554, 11005, 21947, 9003, 24226, 28601, 3980, 18560, 29458, 31010, 25656, 12499, 4516, 11175, 15922, 32428, 23912, 28517, 24812, 10102, 23642, 11727, 12832, 14181, 16991, 24996, 11998, 4531, 31127, 28964, 13405, 18333, 19068, 6517, 8304, 17921, 28560, 9850, 3562, 17199, 9967, 29280, 4156, 29703, 7475, 6873, 14426, 3529, 4223, 7333, 21752, 26661, 27952, 5550, 1099, 30660, 12906, 22911, 28464, 30515, 3398, 14145, 28808, 25654, 1010, 12314, 29567, 12827, 3625, 1108, 30095, 678, 12836, 9042, 490, 10228, 12673, 16447, 8986]",llama3.1:8b,100,code_module,EEE,1.0531746031746032,6.0
bigraph,"[14181 26661 12499  3980 10521  4223 11175 29266  9042 28808 30515 28464
 12314  9850 28517 12673  4156 31622 18688  5550 25654  1099 24812 32492
 30660 21496  6873 14859  9228 28560 13405 17921  3716 28964  8304 25782
 29458 12827 12906  3625 29280 21947  4554 32428  4531 10228  6727  8986
 21752 23912 19586 24226 19068 18560 12832   678 10102 16991 16961 22022
 20746 25944 16447 30095 14145 24094  4516 25656 15922  9967  6517  3562
 29703 17199 22911 31010 14186 18333 15754   490   659 29567 24996 12836
 31127 23642 11998 11005  9003  1010 14426 28601 27952  7475  3529 11727
  7333   680  3398  1108]","[29266, 21496, 21947, 21752, 22022, 20746, 19586, 4554, 25944, 25656, 9003, 22911, 31010, 3562, 30660, 4223, 30095, 25654, 10521, 1108, 4156, 12314, 12673, 24996, 32428, 28560, 16961, 17199, 28808, 12836, 11727, 6873, 10102, 11175, 7333, 24094, 680, 14181, 16447, 26661, 12499, 3980, 9042, 30515, 28464, 9850, 28517, 31622, 18688, 5550, 1099, 24812, 32492, 14859, 9228, 13405, 17921, 3716, 28964, 8304, 25782, 29458, 12827, 12906, 3625, 29280, 4531, 10228, 6727, 8986, 23912, 24226, 19068, 18560, 12832, 678, 16991, 14145, 4516, 15922, 9967, 6517, 29703, 14186, 18333, 15754, 490, 659, 29567, 31127, 23642, 11998, 11005, 1010, 14426, 28601, 27952, 7475, 3529, 3398]",llama3.1:8b,100,code_module,EEE,1.5928571428571427,12.2
random,"[ 8179  5578 11235 19251  7253  5337 28435  6047 12512 22973  4455  8762
 16081 20150 12419 27201 26376 30577 32492  7164  6863 22753 12873 30991
  8645  1116 21807 12882 11241  2654  7952 17569  1309 29366  6454 31971
 31318  3677  4998  7512 26346 32276 18873 21239  5168 28372 16108 12590
 31050  6051 31136 29302 28659  4013 17909 31165  2590  4948  2648 20402
   330   339 18186   946 15065 31475  8843  9947 18355   794 12350 27103
 11694  4056  3760 28038  3269 11039 12836 13804 29124 21990  6384 14687
 30225 21841 29319 21195 12698 15127  2684  6256 16808 32146 12701 23999
 18433 11006 32086 22346]","[ 8179  5578 11235 19251  7253  5337 28435  6047 12512 22973  4455  8762
 16081 20150 12419 27201 26376 30577 32492  7164  6863 22753 12873 30991
  8645  1116 21807 12882 11241  2654  7952 17569  1309 29366  6454 31971
 31318  3677  4998  7512 26346 32276 18873 21239  5168 28372 16108 12590
 31050  6051 31136 29302 28659  4013 17909 31165  2590  4948  2648 20402
   330   339 18186   946 15065 31475  8843  9947 18355   794 12350 27103
 11694  4056  3760 28038  3269 11039 12836 13804 29124 21990  6384 14687
 30225 21841 29319 21195 12698 15127  2684  6256 16808 32146 12701 23999
 18433 11006 32086 22346]",,100,code_module,EEE,0.1830462131511479,13.4
opt,"[17569  5168 17909 11235 12350 28038 18186 20402 32086 12836 18355 16808
 21990 11006 30225  4013  3677  6384 21239  6454 15127  2684  3760  7164
 21195 21841  9947  8645 28659 12701 15065   339 26346 22346   946   794
 30577 11039 31318 19251 31971 22753 18873 16081 31136 29366 30991  5578
 27103 21807 16108  1116 12512 32146  4056 31475   330 14687 32276  4948
  7952  6863  2654 11694 13804  2590 12419 29302 12698  8843 26376 29124
 11241  8762 12873 23999 32492  1309  6051  6047 28372 31050 20150 22973
  8179  4455 29319  7253 31165  6256 28435  7512 12882  5337 18433  3269
 12590  4998  2648 27201]","[20402, 21990, 21239, 21195, 21841, 21807, 20150, 17569, 5168, 17909, 11235, 12350, 28038, 18186, 32086, 12836, 18355, 16808, 11006, 30225, 4013, 3677, 6384, 6454, 15127, 2684, 3760, 7164, 9947, 8645, 28659, 12701, 15065, 339, 26346, 22346, 946, 794, 30577, 11039, 31318, 19251, 31971, 22753, 18873, 16081, 31136, 29366, 30991, 5578, 27103, 16108, 1116, 12512, 32146, 4056, 31475, 330, 14687, 32276, 4948, 7952, 6863, 2654, 11694, 13804, 2590, 12419, 29302, 12698, 8843, 26376, 29124, 11241, 8762, 12873, 23999, 32492, 1309, 6051, 6047, 28372, 31050, 22973, 8179, 4455, 29319, 7253, 31165, 6256, 28435, 7512, 12882, 5337, 18433, 3269, 12590, 4998, 2648, 27201]",,100,code_module,EEE,2.5928571428571425,1.0
warmup,"[ 4998 26346 21841 29366 31136 18186 30577 16108 12873 18355 31971 32086
  8645 31050  3677 13804 15065 11235  1309 22973  8843 16081 32492 12698
 29124 20150  3760 17569 11694 26376  6256  3269 28659 14687 21990 30225
 23999  7164 12882 31165 12419 22753 20402  2648 12512 27103 22346 16808
  6863 28038 21195   946 19251  8179  9947 11006 28435  2654 31318  1116
 31475 12836  7952 32276 12590  2684  5337 32146  4455  6047  7512 17909
  6454   330 28372  8762 15127 11241  4948   339 18873   794 30991  5168
  5578 21807 21239 29319  6051  6384 12350 29302  7253  2590  4056 12701
 18433 27201 11039  4013]","[21841, 18186, 31971, 8645, 31050, 3677, 13804, 11235, 16081, 20150, 6256, 21990, 23999, 20402, 27103, 28038, 19251, 2654, 12836, 2684, 6047, 330, 28372, 8762, 11241, 794, 21807, 21239, 6051, 4056, 18433, 4998, 26346, 29366, 31136, 30577, 16108, 12873, 18355, 32086, 15065, 1309, 22973, 8843, 32492, 12698, 29124, 3760, 17569, 11694, 26376, 3269, 28659, 14687, 30225, 7164, 12882, 31165, 12419, 22753, 2648, 12512, 22346, 16808, 6863, 21195, 946, 8179, 9947, 11006, 28435, 31318, 1116, 31475, 7952, 32276, 12590, 5337, 32146, 4455, 7512, 17909, 6454, 15127, 4948, 339, 18873, 30991, 5168, 5578, 29319, 6384, 12350, 29302, 7253, 2590, 12701, 27201, 11039, 4013]",llama3.1:8b,100,code_module,EEE,1.3426647426647427,4.0
bigraph,"[31136 11694  7253  7952 21195 29366 32492  8843 12836 17569 31475 28435
 27201  2590 12882  9947 30991  4056  5168  7164 20402 11006 11241  2648
 31318 32276  4455 31971  6384 26346  7512  3677 14687 12590 32086 22973
  6256 21990 17909 12701 29302 23999 22346 18873 21841  8645  6863 12350
 28659 32146   330  6047 30577   946 21807 15065 20150 30225 12698 22753
  3269 11039 16808 12419 15127 21239   794  4998 16108  3760 12512  4948
  8179  2684 18433  1309 11235 26376 19251  5337 16081  5578 13804  6051
 29319  4013 31165 28372 28038  1116 12873  6454  2654 31050  8762 29124
 27103 18186   339 18355]","[20402, 21990, 21841, 21807, 21195, 20150, 21239, 27103, 32492, 13804, 12836, 17909, 30991, 5337, 31475, 12873, 6051, 12590, 4056, 7164, 6454, 11694, 19251, 31318, 1116, 16081, 4455, 2684, 8179, 15127, 31136, 7253, 7952, 29366, 8843, 17569, 28435, 27201, 2590, 12882, 9947, 5168, 11006, 11241, 2648, 32276, 31971, 6384, 26346, 7512, 3677, 14687, 32086, 22973, 6256, 12701, 29302, 23999, 22346, 18873, 8645, 6863, 12350, 28659, 32146, 330, 6047, 30577, 946, 15065, 30225, 12698, 22753, 3269, 11039, 16808, 12419, 794, 4998, 16108, 3760, 12512, 4948, 18433, 1309, 11235, 26376, 5578, 29319, 4013, 31165, 28372, 28038, 2654, 31050, 8762, 29124, 18186, 339, 18355]",llama3.1:8b,100,code_module,EEE,2.5928571428571425,1.4
