algorithm,original,reordered,model,size,column,value
random,"[12458 24430 21972 29718 18208 21400 13515 32035 17290  6844 26194 30457
  4959 19659 19804  5723 19985 27446 19140  8041 15969 24605 26593  4126
 28413 23304   881  2929 26219 15425  4446 23505 30557 31610 10489  7903
 26220 26109 16292  9771 24261 20653 22563 29420  8845 29111 23219  5755
 15414 22176 28154  4442  5295  9549   164 21759 22415  6785 10659  1123
 16944 22379 12248 26135 11838 32139 13580 11669 32255  4521 28005  4165
 10288 19100 24587 11341 17648 31487 29024 13355  4144 15673  7189 14603
 15611 31766 23631  1130 29164 18574 10281 12533  7383 20181  7876 27682
  7880 15119   691 32080]","[12458 24430 21972 29718 18208 21400 13515 32035 17290  6844 26194 30457
  4959 19659 19804  5723 19985 27446 19140  8041 15969 24605 26593  4126
 28413 23304   881  2929 26219 15425  4446 23505 30557 31610 10489  7903
 26220 26109 16292  9771 24261 20653 22563 29420  8845 29111 23219  5755
 15414 22176 28154  4442  5295  9549   164 21759 22415  6785 10659  1123
 16944 22379 12248 26135 11838 32139 13580 11669 32255  4521 28005  4165
 10288 19100 24587 11341 17648 31487 29024 13355  4144 15673  7189 14603
 15611 31766 23631  1130 29164 18574 10281 12533  7383 20181  7876 27682
  7880 15119   691 32080]",,100,code_module,DDD
opt,"[15119  9771 11838  6844 31487 26194 10281 27446 30457 19100 19140  7383
 26135 24261 15414 32035   691   164 24605 10659 21400 10288 29164 19985
 29024 21972 15425  4165 30557  5295 10489  4442 22176 24587  7880 12458
 13355   881  4144 18208 26109  6785 20181 11669 31766 15969 23304 16292
 23505 15611  7876  7189 17290  9549 23219 15673  2929  5755  7903  8845
 11341 19804 28413 24430 23631 32080 32139  1123 12533  1130 29111 31610
 12248  4959 22415 26593  4126 17648 20653 28154 26220 14603 27682 13580
 21759 29718  4521 28005 22563 16944 22379 19659 26219  4446 18574  8041
  5723 32255 29420 13515]","[15119, 19100, 19140, 15414, 15425, 13355, 18208, 15969, 16292, 15611, 17290, 15673, 17648, 14603, 13580, 16944, 18574, 13515, 9771, 11838, 6844, 31487, 26194, 10281, 27446, 30457, 7383, 26135, 24261, 32035, 691, 164, 24605, 10659, 21400, 10288, 29164, 19985, 29024, 21972, 4165, 30557, 5295, 10489, 4442, 22176, 24587, 7880, 12458, 881, 4144, 26109, 6785, 20181, 11669, 31766, 23304, 23505, 7876, 7189, 9549, 23219, 2929, 5755, 7903, 8845, 11341, 19804, 28413, 24430, 23631, 32080, 32139, 1123, 12533, 1130, 29111, 31610, 12248, 4959, 22415, 26593, 4126, 20653, 28154, 26220, 27682, 21759, 29718, 4521, 28005, 22563, 22379, 19659, 26219, 4446, 8041, 5723, 32255, 29420]",,100,code_module,DDD
warmup,"[30557 15969  7880 23505 22415 21759 32139 11669 23631 29024 29420 26109
 23219 24587  4165 10288 32080 32255 26135 29718   164 21400 28154 15119
 22176 10659 26220  7383 27682  8041  1123 23304  4442  6844 30457 13355
 18574 11341   691 21972  4959  4446 26593 31610 19140 19659 15425 22379
 19100 26219 13515 12458  4126  7876 19985  1130 10281  9549 16944  6785
 26194  8845  4521 20653 14603 24430 17290  9771  5723 24605 32035 15611
 31766 20181 10489 19804 12248 29164 11838   881 31487 27446  7903 15673
 28413 13580 16292 15414  7189 24261  2929  4144 18208 22563 17648  5755
 12533 29111 28005  5295]","[15969, 15119, 30457, 13355, 18574, 19140, 15425, 19100, 13515, 16944, 14603, 17290, 15611, 15673, 13580, 16292, 15414, 18208, 17648, 30557, 7880, 23505, 22415, 21759, 32139, 11669, 23631, 29024, 29420, 26109, 23219, 24587, 4165, 10288, 32080, 32255, 26135, 29718, 164, 21400, 28154, 22176, 10659, 26220, 7383, 27682, 8041, 1123, 23304, 4442, 6844, 11341, 691, 21972, 4959, 4446, 26593, 31610, 19659, 22379, 26219, 12458, 4126, 7876, 19985, 1130, 10281, 9549, 6785, 26194, 8845, 4521, 20653, 24430, 9771, 5723, 24605, 32035, 31766, 20181, 10489, 19804, 12248, 29164, 11838, 881, 31487, 27446, 7903, 28413, 7189, 24261, 2929, 4144, 22563, 5755, 12533, 29111, 28005, 5295]",gemma2:9b,100,code_module,DDD
bigraph,"[24261  8845  4126 12248 11838 16292  7903  6844 19804 10659 10281 22379
 31487 23505 30457 29164 20181 23219 29111 26593 17648 29420 23631 26135
 19100 13515  2929 14603 21400  5755 10288  9549 16944 29718 26220   881
  4521 15425 20653 27446 10489 27682 19140  5295  4442   691 29024 32035
 22415 26219  4144 31766  4959 12458 24605 15611 15119 26194  4165  7876
 13580 18574 21759 22176  7383  5723  7880 32139 24587 32080  1123 21972
  1130 15673 28154 32255  7189 12533 11669 24430 19985   164 28413 22563
  9771 26109 15969 13355 19659 18208 23304  6785 30557 17290 15414 28005
 11341  8041 31610  4446]","[16292, 17648, 19100, 13515, 14603, 16944, 15425, 19140, 15611, 15119, 13580, 18574, 15673, 15969, 13355, 18208, 17290, 15414, 5295, 4446, 4959, 12248, 11838, 20181, 9549, 24587, 22563, 32139, 24261, 8845, 4126, 7903, 6844, 19804, 10659, 10281, 22379, 31487, 23505, 30457, 29164, 23219, 29111, 26593, 29420, 23631, 26135, 2929, 21400, 5755, 10288, 29718, 26220, 881, 4521, 20653, 27446, 10489, 27682, 4442, 691, 29024, 32035, 22415, 26219, 4144, 31766, 12458, 24605, 26194, 4165, 7876, 21759, 22176, 7383, 5723, 7880, 32080, 1123, 21972, 1130, 28154, 32255, 7189, 12533, 11669, 24430, 19985, 164, 28413, 9771, 26109, 19659, 23304, 6785, 30557, 28005, 11341, 8041, 31610]",gemma2:9b,100,code_module,DDD
random,"[19995 11938 11377 30222 21416 21771  1623  2101  5674  8292 31964 23005
  7274 13777 28051 21409 12116 14992 26351 13694 19233 28581  8696 30121
 11196 29521 32312 27085  1876 11821 32485 21402 17835  3926 16626 32108
 10779  8690 28920 16601  6099 24334 14159 28238 29178 28974 19999  9405
 24267 18807  1560 21467 29214 12853  8457  9779 29878  4380 11866 12663
 20846 21260 24731  5329 23363  6341  9089  3265 18671 26959  8370 10557
 26316 25638 18445  3252 18490 21215 19123  7344 13411 17569 18423 19979
  4188  8302 18656 21051  3070 24056 16409 28558 31641 14715 27761  6994
   365 21756 22326  8096]","[19995 11938 11377 30222 21416 21771  1623  2101  5674  8292 31964 23005
  7274 13777 28051 21409 12116 14992 26351 13694 19233 28581  8696 30121
 11196 29521 32312 27085  1876 11821 32485 21402 17835  3926 16626 32108
 10779  8690 28920 16601  6099 24334 14159 28238 29178 28974 19999  9405
 24267 18807  1560 21467 29214 12853  8457  9779 29878  4380 11866 12663
 20846 21260 24731  5329 23363  6341  9089  3265 18671 26959  8370 10557
 26316 25638 18445  3252 18490 21215 19123  7344 13411 17569 18423 19979
  4188  8302 18656 21051  3070 24056 16409 28558 31641 14715 27761  6994
   365 21756 22326  8096]",,100,code_module,DDD
opt,"[19995  7344  8096 17835 21467 18423 29878 28558 20846 24334 10557 32312
 22326 19979  1560 18807 30222 11866 28920  8370  9779  8696 28974 21051
 13411  6341  2101 18656 27761 29178  3070  8302 18671  9089 24267 13777
  3252 17569 23005 12663 12116  7274  8457 23363 24056 21771  6994  8292
 21756 18445 24731 32485 11938 31964 13694 28581 21402  6099  1623 14992
   365 26959 29214  4380  3926 32108 11821 21260 21409  4188  8690 31641
 26316 18490 19999  5329 19123 26351 14159 12853 28051 10779 29521 16409
 30121 19233  5674  9405 28238 14715 27085 21416 16601 11377  1876  3265
 25638 16626 11196 21215]","[17835, 18423, 18807, 13411, 18656, 18671, 13777, 17569, 18445, 13694, 14992, 18490, 19123, 14159, 16409, 19233, 14715, 16601, 16626, 19995, 7344, 8096, 21467, 29878, 28558, 20846, 24334, 10557, 32312, 22326, 19979, 1560, 30222, 11866, 28920, 8370, 9779, 8696, 28974, 21051, 6341, 2101, 27761, 29178, 3070, 8302, 9089, 24267, 3252, 23005, 12663, 12116, 7274, 8457, 23363, 24056, 21771, 6994, 8292, 21756, 24731, 32485, 11938, 31964, 28581, 21402, 6099, 1623, 365, 26959, 29214, 4380, 3926, 32108, 11821, 21260, 21409, 4188, 8690, 31641, 26316, 19999, 5329, 26351, 12853, 28051, 10779, 29521, 30121, 5674, 9405, 28238, 27085, 21416, 11377, 1876, 3265, 25638, 11196, 21215]",,100,code_module,DDD
warmup,"[ 1876  8690 21051 32485 27761  3252 18807 11821  8096  9405 21756 12663
 24731 21260 28974  5329 27085 24056 26351 19123  3265 31964 29178 11377
 23363 21416 18671  4380 16601  9779 29521  2101 10557  7344   365 19999
 11938 18490 10779 11866 14992 20846 21467 19995  6994 17569 21215 30222
 22326 16626 21409 28558  4188 28238 17835 14715 13694 16409 24267 19233
 23005  8292 19979 21771  8302 18656 28581 26316 11196 18423 25638  8696
  7274 18445 32312  6341 26959 24334 29214  3926 14159 12853 28051 30121
 32108  6099  5674 28920  3070  1623  9089  8457 12116  8370 13777 13411
 21402 29878 31641  1560]","[18807, 19123, 18671, 16601, 18490, 14992, 17569, 16626, 17835, 14715, 13694, 16409, 19233, 18656, 18423, 18445, 14159, 13777, 13411, 1876, 8690, 21051, 32485, 27761, 3252, 11821, 8096, 9405, 21756, 12663, 24731, 21260, 28974, 5329, 27085, 24056, 26351, 3265, 31964, 29178, 11377, 23363, 21416, 4380, 9779, 29521, 2101, 10557, 7344, 365, 19999, 11938, 10779, 11866, 20846, 21467, 19995, 6994, 21215, 30222, 22326, 21409, 28558, 4188, 28238, 24267, 23005, 8292, 19979, 21771, 8302, 28581, 26316, 11196, 25638, 8696, 7274, 32312, 6341, 26959, 24334, 29214, 3926, 12853, 28051, 30121, 32108, 6099, 5674, 28920, 3070, 1623, 9089, 8457, 12116, 8370, 21402, 29878, 31641, 1560]",gemma2:9b,100,code_module,DDD
bigraph,"[21771  8370 26959 29878 12116 21756 32485  2101 28238 14992 19123 19995
  6994  6099 21416 24267 19979 31641  8096  3252  9405 11821  8696 26351
 18671 21467 28920 16409 25638 10557 22326  4380 24731 29214 21409 29521
  3926 12853  7274 21402 24056 29178  6341 32312 16601  8690 14715 11938
 13694 27085 20846 18445 18490 28581 14159  8292 17569 18656  3265 28974
 31964 19999 28558 28051 11866 10779  5329  5674  1560 23005  8302 32108
  8457 11196 19233 30222 16626 11377  3070 21215 30121 26316   365 18807
 27761 23363  1876 24334 21051 21260  7344 18423 13411  4188 12663  9089
  1623 13777  9779 17835]","[14992, 19123, 18671, 16409, 16601, 14715, 13694, 18445, 18490, 14159, 17569, 18656, 19233, 16626, 18807, 18423, 13411, 13777, 17835, 11377, 3265, 9089, 4188, 26316, 8292, 3252, 21771, 8370, 26959, 29878, 12116, 21756, 32485, 2101, 28238, 19995, 6994, 6099, 21416, 24267, 19979, 31641, 8096, 9405, 11821, 8696, 26351, 21467, 28920, 25638, 10557, 22326, 4380, 24731, 29214, 21409, 29521, 3926, 12853, 7274, 21402, 24056, 29178, 6341, 32312, 8690, 11938, 27085, 20846, 28581, 28974, 31964, 19999, 28558, 28051, 11866, 10779, 5329, 5674, 1560, 23005, 8302, 32108, 8457, 11196, 30222, 3070, 21215, 30121, 365, 27761, 23363, 1876, 24334, 21051, 21260, 7344, 12663, 1623, 9779]",gemma2:9b,100,code_module,DDD
random,"[19193 28996  8457  4623 17942 23148  8781 14388 15599 32089 17138  4032
 20779 25184 12789 21795  3929  6784  9063 18035  3163 11377 17005 25270
  6612 14935 30511 16681 24325 21756 25295 10346 25654 29942 20351  5933
 24467 17193   854 10344 14253  6883  8691 21559  2827 21366 23762  7582
  9794 17616 31944 15135 26341  3034 18570  1131 21006 30527 28781 22774
 20339  4080 32551 23585  5033 17158 21843 25018  9693 26197 11577 32088
 12427  5451 11231 15666 15022  4825  6845  2915  9066  4495 12104  2154
 11347 28379  6678 11836 31795 27275 14023 25280 26178  3033  4353  5717
 13530 23072 15487 27677]","[19193 28996  8457  4623 17942 23148  8781 14388 15599 32089 17138  4032
 20779 25184 12789 21795  3929  6784  9063 18035  3163 11377 17005 25270
  6612 14935 30511 16681 24325 21756 25295 10346 25654 29942 20351  5933
 24467 17193   854 10344 14253  6883  8691 21559  2827 21366 23762  7582
  9794 17616 31944 15135 26341  3034 18570  1131 21006 30527 28781 22774
 20339  4080 32551 23585  5033 17158 21843 25018  9693 26197 11577 32088
 12427  5451 11231 15666 15022  4825  6845  2915  9066  4495 12104  2154
 11347 28379  6678 11836 31795 27275 14023 25280 26178  3033  4353  5717
 13530 23072 15487 27677]",,100,code_module,DDD
opt,"[ 5451 11577  9794  3163 32551 27677 17616  4353 23585 14253 23072  3034
 22774  5717 11231  9693   854 24467 12789 15022  4032 28379 26341  9066
 25295  2827 28996  4825 21756 32089 21559 20339 11836  9063 17193  4080
  8781 12427 27275 30527  6612 11347 14388  8457 23148 15487 14023 17158
  2915  7582 25654 17942 17005 25280  6845 25018 21006 20779 15599 18570
  4495  6883 21366 10344 31795 25270 13530 21795  4623 17138 21843 26197
 14935 15666 28781 26178 16681 19193 30511  6784 10346  8691  2154 11377
 18035 15135  5933 24325 20351 31944  3929  1131  6678  3033 32088 12104
  5033 23762 25184 29942]","[17616, 14253, 15022, 17193, 14388, 15487, 14023, 17158, 17942, 17005, 15599, 18570, 13530, 17138, 14935, 15666, 16681, 19193, 18035, 15135, 5451, 11577, 9794, 3163, 32551, 27677, 4353, 23585, 23072, 3034, 22774, 5717, 11231, 9693, 854, 24467, 12789, 4032, 28379, 26341, 9066, 25295, 2827, 28996, 4825, 21756, 32089, 21559, 20339, 11836, 9063, 4080, 8781, 12427, 27275, 30527, 6612, 11347, 8457, 23148, 2915, 7582, 25654, 25280, 6845, 25018, 21006, 20779, 4495, 6883, 21366, 10344, 31795, 25270, 21795, 4623, 21843, 26197, 28781, 26178, 30511, 6784, 10346, 8691, 2154, 11377, 5933, 24325, 20351, 31944, 3929, 1131, 6678, 3033, 32088, 12104, 5033, 23762, 25184, 29942]",,100,code_module,DDD
warmup,"[28379  4080 15599 25184 19193  9794 23072  2154 15022 14388 27275 13530
 11377 28996  5033  6883  4353 18035  9066  9063 32089  6845 11836 15666
 28781 32088 32551  6612 11577  4825 23762 15487 26178 18570 17138 20339
  8691 31795 17158 21559  5933   854 12789 20351 21756 23585 25295  8781
 14023 21006  6678 10344 12427  4623  9693 21843 30511 17616 21366  4032
 21795 17942 25280 26341 14935  6784 22774  3929  1131  3163 30527  5717
 26197  2827 29942 27677  3033 15135 23148 11231 14253 31944 12104 17005
  3034 20779 25270 16681 11347  4495 10346 24325  5451  8457 25018 25654
  7582 24467 17193  2915]","[15599, 19193, 15022, 14388, 13530, 18035, 15666, 15487, 18570, 17138, 17158, 14023, 17616, 17942, 14935, 15135, 14253, 17005, 16681, 17193, 28379, 4080, 25184, 9794, 23072, 2154, 27275, 11377, 28996, 5033, 6883, 4353, 9066, 9063, 32089, 6845, 11836, 28781, 32088, 32551, 6612, 11577, 4825, 23762, 26178, 20339, 8691, 31795, 21559, 5933, 854, 12789, 20351, 21756, 23585, 25295, 8781, 21006, 6678, 10344, 12427, 4623, 9693, 21843, 30511, 21366, 4032, 21795, 25280, 26341, 6784, 22774, 3929, 1131, 3163, 30527, 5717, 26197, 2827, 29942, 27677, 3033, 23148, 11231, 31944, 12104, 3034, 20779, 25270, 11347, 4495, 10346, 24325, 5451, 8457, 25018, 25654, 7582, 24467, 2915]",gemma2:9b,100,code_module,DDD
bigraph,"[25184  4495 14388 25018 21366  5933 17942 21756 29942 21795 14935 24325
 25654  1131 11377  5717 10344 11347 11577 14253  4080 15022  4623 26197
 32089 17193  9794  7582 14023 19193  8691  6678  3033  5451 20779 26341
 31795  2154  4825  2915  5033 23762  2827  3163 10346 32551  9066 21843
 31944 20339 21559 17616 17005 15135 28379 12427 21006  3929 27677  6883
 28781  9063 11836 12789 11231   854 23148 23072 32088 12104 28996  4032
 17138  4353 15666 16681 27275  6845 18570  3034 25295 15487 15599  8781
  8457 23585 30511  6612  6784 18035 30527 22774 13530  9693 26178 25270
 24467 20351 25280 17158]","[14388, 17942, 14935, 15022, 17193, 14023, 19193, 17616, 17005, 15135, 17138, 15666, 16681, 18570, 15487, 15599, 18035, 13530, 17158, 24325, 14253, 24467, 4495, 6883, 30527, 28379, 9066, 23762, 8457, 5033, 3163, 25184, 25018, 21366, 5933, 21756, 29942, 21795, 25654, 1131, 11377, 5717, 10344, 11347, 11577, 4080, 4623, 26197, 32089, 9794, 7582, 8691, 6678, 3033, 5451, 20779, 26341, 31795, 2154, 4825, 2915, 2827, 10346, 32551, 21843, 31944, 20339, 21559, 12427, 21006, 3929, 27677, 28781, 9063, 11836, 12789, 11231, 854, 23148, 23072, 32088, 12104, 28996, 4032, 4353, 27275, 6845, 3034, 25295, 8781, 23585, 30511, 6612, 6784, 22774, 9693, 26178, 25270, 20351, 25280]",gemma2:9b,100,code_module,DDD
random,"[ 1620 16073 17249 22633  6860  5258 15491 14349 26783 11082  8450 27217
  7356  4792 24870  6019   632 30204 19297 10404 12434 27931 12605 32072
 12971 21921   804 19070  6007 25441  7728 20631 19179  3366  2015  4746
  3404  6630 18440  1605  8670  8699 13730 31091  6789 26148 23621  3884
  4845  9809 12387 14340 21240  5321 12292 26090 23933 13343 13403  5872
 19390 13866 13883  4451 31336  7270 10158 21987 22097 30753 22550 14042
  4244  2505 22757  5490 13772  5337  2676 10422  2776 12342 27250  4980
  5110 22708  6336  6184 16593 32085 22836  4136 15303 15216  5286   294
 26994 31802  2500 20236]","[ 1620 16073 17249 22633  6860  5258 15491 14349 26783 11082  8450 27217
  7356  4792 24870  6019   632 30204 19297 10404 12434 27931 12605 32072
 12971 21921   804 19070  6007 25441  7728 20631 19179  3366  2015  4746
  3404  6630 18440  1605  8670  8699 13730 31091  6789 26148 23621  3884
  4845  9809 12387 14340 21240  5321 12292 26090 23933 13343 13403  5872
 19390 13866 13883  4451 31336  7270 10158 21987 22097 30753 22550 14042
  4244  2505 22757  5490 13772  5337  2676 10422  2776 12342 27250  4980
  5110 22708  6336  6184 16593 32085 22836  4136 15303 15216  5286   294
 26994 31802  2500 20236]",,100,code_module,DDD
opt,"[12387  6019 15491 30753  2776  9809 26090 22550 27931 12292 15303 30204
  8699 12605 21240 15216 11082  4792  7356 16593  8670  5337  5872   804
 13772  3884  6789 14042  5258  4746 12342 13866  5321 26994  4136  1605
 26783 19070  3366 26148 17249 32085 27217 22757 22097 31802 21921 31091
 20236 24870 22836  6184 12434  6007   294 27250 14340 10422 21987 20631
  5110 13343 32072 31336 22633 16073  4980  4244  6860 23621  6336 23933
 12971  2015  2505  2676  4845   632 25441  5286  4451 19179  6630 14349
 13403 10404  3404 22708  1620  5490 19297  2500 13883  7270 19390 13730
 10158 18440  7728  8450]","[15491, 15303, 15216, 16593, 13772, 14042, 13866, 19070, 17249, 14340, 13343, 16073, 19179, 14349, 13403, 19297, 13883, 13730, 18440, 12387, 6019, 30753, 2776, 9809, 26090, 22550, 27931, 12292, 30204, 8699, 12605, 21240, 11082, 4792, 7356, 8670, 5337, 5872, 804, 3884, 6789, 5258, 4746, 12342, 5321, 26994, 4136, 1605, 26783, 3366, 26148, 32085, 27217, 22757, 22097, 31802, 21921, 31091, 20236, 24870, 22836, 6184, 12434, 6007, 294, 27250, 10422, 21987, 20631, 5110, 32072, 31336, 22633, 4980, 4244, 6860, 23621, 6336, 23933, 12971, 2015, 2505, 2676, 4845, 632, 25441, 5286, 4451, 6630, 10404, 3404, 22708, 1620, 5490, 2500, 7270, 19390, 10158, 7728, 8450]",,100,code_module,DDD
warmup,"[15491  4451 25441  6336 13343 23933 21921  3366  5258  5321 19390 14042
 27931  4244 24870  7356  6789 27250 13730 27217  2015 31091  6019 22550
 10422  7728  3884  7270  6184 12292 26994 19297 17249 14349  6860 13772
 22757  4136 21240 22836 30204 12342  6007 13883 31802  2505 16593  2676
 22097 26148 16073  4792 12971  5286 26090 26783  5110  2776 30753 23621
  9809  4845 10158 20631  8450 10404 22633 31336  8699  6630 32072 12605
 12387 14340  5337   632  4980 22708 15303 11082  8670   804  5872 19070
  4746  1605 32085 13403 18440   294 20236  1620 19179 15216 12434  3404
 13866 21987  2500  5490]","[15491, 13343, 19390, 13730, 19297, 17249, 14349, 13772, 13883, 16593, 16073, 14340, 15303, 5872, 19070, 32085, 13403, 18440, 19179, 15216, 13866, 4451, 25441, 6336, 23933, 21921, 3366, 5258, 5321, 14042, 27931, 4244, 24870, 7356, 6789, 27250, 27217, 2015, 31091, 6019, 22550, 10422, 7728, 3884, 7270, 6184, 12292, 26994, 6860, 22757, 4136, 21240, 22836, 30204, 12342, 6007, 31802, 2505, 2676, 22097, 26148, 4792, 12971, 5286, 26090, 26783, 5110, 2776, 30753, 23621, 9809, 4845, 10158, 20631, 8450, 10404, 22633, 31336, 8699, 6630, 32072, 12605, 12387, 5337, 632, 4980, 22708, 11082, 8670, 804, 4746, 1605, 294, 20236, 1620, 12434, 3404, 21987, 2500, 5490]",gemma2:9b,100,code_module,DDD
bigraph,"[  632 13866 15216 30204 13772 20236  5258 10404  6019  8450 26994 14042
 13343 12434   294 10422 12387 21987  7270 12342  6336  4244 21240 26783
 26148  3366 27217 22633 15491  2676 16593 12605 27250 25441 31802 22757
 32085 12971 22836  4451  4845  1620  8699 22097  5337  5321 14349  7728
 19390 13403 23621 19070 15303 23933 30753 20631 19179 22550  3884  5872
  2505 14340 24870  4136  6007 16073  3404 13730  7356  5490 11082 22708
  6630 13883 31091  2015  5286 27931 21921 17249  4746  6184 32072  1605
  6860 19297  4792  8670   804 18440  4980  2500  2776 31336 12292  9809
  5110 26090 10158  6789]","[13866, 15216, 13772, 14042, 13343, 15491, 16593, 14349, 13403, 19070, 15303, 19179, 14340, 16073, 13730, 13883, 17249, 19297, 18440, 12434, 5258, 2505, 22633, 25441, 22708, 632, 30204, 20236, 10404, 6019, 8450, 26994, 294, 10422, 12387, 21987, 7270, 12342, 6336, 4244, 21240, 26783, 26148, 3366, 27217, 2676, 12605, 27250, 31802, 22757, 32085, 12971, 22836, 4451, 4845, 1620, 8699, 22097, 5337, 5321, 7728, 19390, 23621, 23933, 30753, 20631, 22550, 3884, 5872, 24870, 4136, 6007, 3404, 7356, 5490, 11082, 6630, 31091, 2015, 5286, 27931, 21921, 4746, 6184, 32072, 1605, 6860, 4792, 8670, 804, 4980, 2500, 2776, 31336, 12292, 9809, 5110, 26090, 10158, 6789]",gemma2:9b,100,code_module,DDD
random,"[24292 30624  9979 23472  5871 30415 18378 12287 10358 26526 12328  4637
  1988 27978 16605 31955 25783 28481  7992  2390 22988 14077 24832 30304
 22830 22446 23365 31329 18781  7224  9705  8728 16276  5443 28778 22289
  7998 23637 28948  9791 20538 29192 17562 30720 10253 28128 13081  2249
  2519  7391 31458 29486 13839 13063 19331 26677 19370 27529 25768 12973
 30258 27645 21207 32423 30605  3680  7646  9512 27017 15658  7392 17827
  5077  5282  9457 28398 20170 18571   259 16175 14101 27690  3962 10956
 29504 24999 13793 14226  7136 25437 29986 23892 27457  8530 31299 32191
  1454 24531 13413  7384]","[24292 30624  9979 23472  5871 30415 18378 12287 10358 26526 12328  4637
  1988 27978 16605 31955 25783 28481  7992  2390 22988 14077 24832 30304
 22830 22446 23365 31329 18781  7224  9705  8728 16276  5443 28778 22289
  7998 23637 28948  9791 20538 29192 17562 30720 10253 28128 13081  2249
  2519  7391 31458 29486 13839 13063 19331 26677 19370 27529 25768 12973
 30258 27645 21207 32423 30605  3680  7646  9512 27017 15658  7392 17827
  5077  5282  9457 28398 20170 18571   259 16175 14101 27690  3962 10956
 29504 24999 13793 14226  7136 25437 29986 23892 27457  8530 31299 32191
  1454 24531 13413  7384]",,100,code_module,DDD
opt,"[31458 27645 16605  9705  9512 24292 12973 25437 23365 12287  7391 30304
 18571 23472 22289 28778 30605 13063 23637  7136 22446 14226   259 30258
  7224  2390  8728 32423 24531 21207 29192  9791  7646 31299 31955 27457
 17562  5077 27017 28128 20538 24832 25768  2249 23892 12328  7992 10253
  3680 13413  5443 27978 13793 28948 29486 14101 15658 24999  5871  7384
  1988 25783  2519 29986  9457  1454 30415 10956  8530 30720 27529 18378
 14077 26526 28398 16175  3962  4637 10358 30624 27690 19370 18781  9979
 31329 29504 13839  5282  7998  7392 28481 22830 13081 16276 22988 19331
 20170 26677 17827 32191]","[16605, 18571, 14226, 17562, 13413, 13793, 14101, 15658, 18378, 14077, 16175, 18781, 13839, 16276, 19331, 17827, 31458, 27645, 9705, 9512, 24292, 12973, 25437, 23365, 12287, 7391, 30304, 23472, 22289, 28778, 30605, 13063, 23637, 7136, 22446, 259, 30258, 7224, 2390, 8728, 32423, 24531, 21207, 29192, 9791, 7646, 31299, 31955, 27457, 5077, 27017, 28128, 20538, 24832, 25768, 2249, 23892, 12328, 7992, 10253, 3680, 5443, 27978, 28948, 29486, 24999, 5871, 7384, 1988, 25783, 2519, 29986, 9457, 1454, 30415, 10956, 8530, 30720, 27529, 26526, 28398, 3962, 4637, 10358, 30624, 27690, 19370, 9979, 31329, 29504, 5282, 7998, 7392, 28481, 22830, 13081, 22988, 20170, 26677, 32191]",,100,code_module,DDD
warmup,"[21207 32423 17827 31299  7391 12973 13081 30624 13413 10956 30258 28948
  2249 23472  9457 20170 31329 14077 24531 20538 18571 22446 28128 12328
 29192 23365  1988 27690  5443 13839  7384  7136  2390 26526 22830 18378
 31458  7992 15658 24999 27457 30415 22289  8530   259 29504 28481 29986
 25783 14226 16175 25437 17562  9512  9791 23892 27529 27645 14101  2519
  9705  8728 22988 19370 16276 24292 18781 31955 10358 12287 29486  3962
 10253 28778 26677 24832  4637 23637  7224  7646  9979 13793 30720  1454
 30605  7392 28398 13063 32191 27017  3680 25768  5871  5282 16605 19331
 27978  5077  7998 30304]","[17827, 13413, 14077, 18571, 13839, 22830, 15658, 14226, 16175, 17562, 14101, 16276, 18781, 13793, 16605, 19331, 21207, 32423, 31299, 7391, 12973, 13081, 30624, 10956, 30258, 28948, 2249, 23472, 9457, 20170, 31329, 24531, 20538, 22446, 28128, 12328, 29192, 23365, 1988, 27690, 5443, 7384, 7136, 2390, 26526, 18378, 31458, 7992, 24999, 27457, 30415, 22289, 8530, 259, 29504, 28481, 29986, 25783, 25437, 9512, 9791, 23892, 27529, 27645, 2519, 9705, 8728, 22988, 19370, 24292, 31955, 10358, 12287, 29486, 3962, 10253, 28778, 26677, 24832, 4637, 23637, 7224, 7646, 9979, 30720, 1454, 30605, 7392, 28398, 13063, 32191, 27017, 3680, 25768, 5871, 5282, 27978, 5077, 7998, 30304]",gemma2:9b,100,code_module,DDD
